observationLevels[BLOCK]	observationLevels[BLOCK>PLOT>PLANT]	observationLevels[BLOCK>PLOT]	observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	NB_SHOOT_II_PLANT	NB_NCP_PLANT	NB_INFLO_NCP_PLANT	NB_SHOOTS_SPURS_PLANT	NB_SHOOT_ALL_M2	NB_INFLO_II_PLANT	FERT_SHOOT_II	NB_INFLO_SPURS_PLANT	FERT_SPURS	NB_SHOOT_I_PLANT	HS_Tmax_B02_15FB	BUD_DATE	FERT_PRIM	FERT_NCP	DOY_BUD	FERT_SHOOT_I	NB_SHOOT_ALL_PLANT	FERT_GLOB	NB_SHOOT_I_M2	NB_INFLO_ALL_PLANT	NB_INFLO_I_PLANT
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA		0																			
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA																					34
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA								3													
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA						3															
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA			0																		
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA																				40	
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA																2.4285715					
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA																	22				
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA									1.5												
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA							0.5														
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA														DM							
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA																		1.8181819			
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA													2.857143								
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA																			6.787879		
1	26755.13	26755	2992624-2009	gnpis.lot:'0068E'	30	13	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA					10.666667																
3	26375.32	26375	2994620-2008	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2008	NA												2008-04-25									
3	26375.32	26375	2994620-2008	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2008	NA															116.65491651206						
3	26375.32	26375	2994620-2008	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2008	NA											651.8										
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA												2009-04-13									
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA															103.034105534105						
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA											498.1										
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA										15											
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA				3																	
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA	0																				
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA		4																			
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA																					28
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA								3													
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA						0															
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA			0																		
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA																				31	
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA																1.8666667					
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA																	22				
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA									1												
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA							DM														
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA														0							
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA																		1.4090909			
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA													2.0666666								
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA																			7.2727275		
3	26375.32	26375	2994620-2009	gnpis.lot:'0216E'	17	32	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RMWE9LNg==	Riesling*Gewurztraminer0216E	41220Col0216E	2009	NA					10.666667																
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA												2009-04-13									
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA															103.974358974359						
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA											518.4										
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA										10											
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA				1																	
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA	0																				
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA		0																			
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA																					20
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA								2													
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA						0															
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA			0																		
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA																				22	
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA																2					
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA																	11				
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA									2												
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA							DM														
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA														DM							
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA																		2			
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA													2.2								
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA																			4.848485		
1	26423.9	26423	2995007-2009	gnpis.lot:'0033D'	19	9	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pMU1VETQ==	Riesling*Gewurztraminer0033D	41207Col0033D	2009	NA					5.3333335																
3	26316.35	26316	2992045-2006	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2006	NA												2006-04-22									
3	26316.35	26316	2992045-2006	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2006	NA															112.542274052474						
3	26316.35	26316	2992045-2006	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2006	NA											537.3										
3	26316.35	26316	2992045-2007	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2007	NA												2007-04-10									
3	26316.35	26316	2992045-2007	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2007	NA															100						
3	26316.35	26316	2992045-2007	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2007	NA											553.4										
3	26316.35	26316	2992045-2008	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2008	NA												2008-04-23									
3	26316.35	26316	2992045-2008	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2008	NA															114.101515584793						
3	26316.35	26316	2992045-2008	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2008	NA											601.6										
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA												2009-04-13									
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA															103.245575221234						
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA											498.1										
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA										15											
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA				3																	
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA	0																				
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA		2																			
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																					28
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA								2													
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA						0															
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA			0																		
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																				30	
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																1.8666667					
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																	20				
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA									0.6666667												
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA							DM														
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA														0							
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																		1.5			
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA													2								
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																			7.2727275		
3	26316.35	26316	2992045-2009	gnpis.lot:'Gw_643'	15	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA					9.69697																
1	26513.8	26513	2992305-2006	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2006	NA												2006-04-22									
1	26513.8	26513	2992305-2006	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2006	NA															112.945205479453						
1	26513.8	26513	2992305-2006	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2006	NA											537.3										
1	26513.8	26513	2992305-2008	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2008	NA												2008-04-26									
1	26513.8	26513	2992305-2008	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2008	NA															117.039126478616						
1	26513.8	26513	2992305-2008	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2008	NA											651.8										
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA												2009-04-13									
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA															103						
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA											498.1										
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA										15											
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA				2																	
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA	2																				
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA		3																			
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA																					37
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA								4													
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA						4															
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA			0																		
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA																				45	
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA																2.4666667					
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA																	22				
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA									2												
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA							2														
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA														0							
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA																		2.0454545			
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA													3								
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA																			7.2727275		
1	26513.8	26513	2992305-2009	gnpis.lot:'0227E'	22	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RYU0NWUA==	Riesling*Gewurztraminer0227E	41220Col0227E	2009	NA					10.666667																
