Source Name	Characteristics[Organism]	Characteristics[Genus]	Characteristics[Species]	Characteristics[Infraspecific Name]	Characteristics[Material Source ID]	Characteristics[Material Source DOI]	Protocol REF	Sample Name	Characteristics[Observation Unit Type]	Characteristics[Spatial Distribution]
Gewurztraminer Rs INRA-CV 925	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer	258Col643	https://doi.org/10.15454/XAUWO4	sample collection	26730	BLOCK>PLOT	[X]29; [Y]22; [BLOCK>PLOT]26730; [BLOCK]2
Gewurztraminer Rs INRA-CV 925	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer	258Col643	https://doi.org/10.15454/XAUWO4	sample collection	26517.16	BLOCK>PLOT>PLANT	[X]22; [Y]16; [plant]26517.16; [BLOCK>PLOT>PLANT]26517.16; [BLOCK>PLOT]26517; [BLOCK]2
Gewurztraminer Rs INRA-CV 925	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer	258Col643	https://doi.org/10.15454/XAUWO4	sample collection	26304.10	BLOCK>PLOT>PLANT	[X]15; [Y]10; [plant]26304.10; [BLOCK>PLOT>PLANT]26304.10; [BLOCK>PLOT]26304; [BLOCK]1
Gewurztraminer Rs INRA-CV 925	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer	258Col643	https://doi.org/10.15454/XAUWO4	sample collection	26316.35	BLOCK>PLOT>PLANT	[X]15; [Y]35; [plant]26316.35; [BLOCK>PLOT>PLANT]26316.35; [BLOCK>PLOT]26316; [BLOCK]3
Gewurztraminer Rs INRA-CV 925	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer	258Col643	https://doi.org/10.15454/XAUWO4	sample collection	26511.4	BLOCK>PLOT>PLANT	[X]22; [Y]4; [plant]26511.4; [BLOCK>PLOT>PLANT]26511.4; [BLOCK>PLOT]26511; [BLOCK]1
Gewurztraminer Rs INRA-CV 925	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer	258Col643	https://doi.org/10.15454/XAUWO4	sample collection	26310	BLOCK>PLOT	[X]15; [Y]22; [BLOCK>PLOT]26310; [BLOCK]2
Gewurztraminer Rs INRA-CV 925	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer	258Col643	https://doi.org/10.15454/XAUWO4	sample collection	26724	BLOCK>PLOT	[X]29; [Y]10; [BLOCK>PLOT]26724; [BLOCK]1
Gewurztraminer*Riesling0301E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer*Riesling 41221	41221Col0301E	https://doi.org/10.15454/0AZUPA	sample collection	26466	BLOCK>PLOT	[X]20; [Y]34; [BLOCK>PLOT]26466; [BLOCK]3
Gewurztraminer*Riesling0302E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer*Riesling 41221	41221Col0302E	https://doi.org/10.15454/VRLIL1	sample collection	26601.4	BLOCK>PLOT>PLANT	[X]25; [Y]4; [plant]26601.4; [BLOCK>PLOT>PLANT]26601.4; [BLOCK>PLOT]26601; [BLOCK]1
Gewurztraminer*Riesling0302E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer*Riesling 41221	41221Col0302E	https://doi.org/10.15454/VRLIL1	sample collection	26257.36	BLOCK>PLOT>PLANT	[X]13; [Y]36; [plant]26257.36; [BLOCK>PLOT>PLANT]26257.36; [BLOCK>PLOT]26257; [BLOCK]3
Gewurztraminer*Riesling0302E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer*Riesling 41221	41221Col0302E	https://doi.org/10.15454/VRLIL1	sample collection	26601	BLOCK>PLOT	[X]25; [Y]4; [BLOCK>PLOT]26601; [BLOCK]1
Gewurztraminer*Riesling0302E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer*Riesling 41221	41221Col0302E	https://doi.org/10.15454/VRLIL1	sample collection	26257	BLOCK>PLOT	[X]13; [Y]36; [BLOCK>PLOT]26257; [BLOCK]3
Gewurztraminer*Riesling0304E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer*Riesling 41221	41221Col0304E	https://doi.org/10.15454/TWO7QG	sample collection	26722	BLOCK>PLOT	[X]29; [Y]6; [BLOCK>PLOT]26722; [BLOCK]1
Gewurztraminer*Riesling0304E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Gewurztraminer*Riesling 41221	41221Col0304E	https://doi.org/10.15454/TWO7QG	sample collection	26219.20	BLOCK>PLOT>PLANT	[X]12; [Y]20; [plant]26219.20; [BLOCK>PLOT>PLANT]26219.20; [BLOCK>PLOT]26219; [BLOCK]2
Riesling B INRA-CV 813	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling	274Col49	https://doi.org/10.15454/G9VNJV	sample collection	26733.28	BLOCK>PLOT>PLANT	[X]29; [Y]28; [plant]26733.28; [BLOCK>PLOT>PLANT]26733.28; [BLOCK>PLOT]26733; [BLOCK]3
Riesling B INRA-CV 813	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling	274Col49	https://doi.org/10.15454/G9VNJV	sample collection	26727.16	BLOCK>PLOT>PLANT	[X]29; [Y]16; [plant]26727.16; [BLOCK>PLOT>PLANT]26727.16; [BLOCK>PLOT]26727; [BLOCK]2
Riesling B INRA-CV 813	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling	274Col49	https://doi.org/10.15454/G9VNJV	sample collection	26520.23	BLOCK>PLOT>PLANT	[X]22; [Y]23; [plant]26520.23; [BLOCK>PLOT>PLANT]26520.23; [BLOCK>PLOT]26520; [BLOCK]2
Riesling*Gewurztraminer 40523  0120C	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 40523	40523Col0120C	https://doi.org/10.15454/PUBQLN	sample collection	26573.8	BLOCK>PLOT>PLANT	[X]24; [Y]8; [plant]26573.8; [BLOCK>PLOT>PLANT]26573.8; [BLOCK>PLOT]26573; [BLOCK]1
Riesling*Gewurztraminer 4059G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4059G	https://doi.org/10.15454/A0CMRF	sample collection	26694.34	BLOCK>PLOT>PLANT	[X]32; [Y]34; [plant]26694.34; [BLOCK>PLOT>PLANT]26694.34; [BLOCK>PLOT]26694; [BLOCK]3
Riesling*Gewurztraminer 4059G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4059G	https://doi.org/10.15454/A0CMRF	sample collection	26694	BLOCK>PLOT	[X]32; [Y]34; [BLOCK>PLOT]26694; [BLOCK]3
Riesling*Gewurztraminer 4071G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4071G	https://doi.org/10.15454/PQTBA8	sample collection	26804.22	BLOCK>PLOT>PLANT	[X]20; [Y]22; [plant]26804.22; [BLOCK>PLOT>PLANT]26804.22; [BLOCK>PLOT]26804; [BLOCK]2
Riesling*Gewurztraminer 4076G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4076G	https://doi.org/10.15454/NFOB7D	sample collection	26798	BLOCK>PLOT	[X]32; [Y]36; [BLOCK>PLOT]26798; [BLOCK]3
Riesling*Gewurztraminer 4076G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4076G	https://doi.org/10.15454/NFOB7D	sample collection	26759.17	BLOCK>PLOT>PLANT	[X]13; [Y]17; [plant]26759.17; [BLOCK>PLOT>PLANT]26759.17; [BLOCK>PLOT]26759; [BLOCK]2
Riesling*Gewurztraminer 4076G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4076G	https://doi.org/10.15454/NFOB7D	sample collection	26781.10	BLOCK>PLOT>PLANT	[X]20; [Y]10; [plant]26781.10; [BLOCK>PLOT>PLANT]26781.10; [BLOCK>PLOT]26781; [BLOCK]1
Riesling*Gewurztraminer 4076G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4076G	https://doi.org/10.15454/NFOB7D	sample collection	26798.37	BLOCK>PLOT>PLANT	[X]32; [Y]37; [plant]26798.37; [BLOCK>PLOT>PLANT]26798.37; [BLOCK>PLOT]26798; [BLOCK]3
Riesling*Gewurztraminer 4076G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4076G	https://doi.org/10.15454/NFOB7D	sample collection	26759.16	BLOCK>PLOT>PLANT	[X]13; [Y]16; [plant]26759.16; [BLOCK>PLOT>PLANT]26759.16; [BLOCK>PLOT]26759; [BLOCK]2
Riesling*Gewurztraminer 4076G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4076G	https://doi.org/10.15454/NFOB7D	sample collection	26759	BLOCK>PLOT	[X]13; [Y]16; [BLOCK>PLOT]26759; [BLOCK]2
Riesling*Gewurztraminer 4078G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4078G	https://doi.org/10.15454/8MAH42	sample collection	26719.20	BLOCK>PLOT>PLANT	[X]24; [Y]20; [plant]26719.20; [BLOCK>PLOT>PLANT]26719.20; [BLOCK>PLOT]26719; [BLOCK]2
Riesling*Gewurztraminer 4078G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4078G	https://doi.org/10.15454/8MAH42	sample collection	26719.21	BLOCK>PLOT>PLANT	[X]24; [Y]21; [plant]26719.21; [BLOCK>PLOT>PLANT]26719.21; [BLOCK>PLOT]26719; [BLOCK]2
Riesling*Gewurztraminer 4082G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4082G	https://doi.org/10.15454/4FJE33	sample collection	26269	BLOCK>PLOT	[X]24; [Y]16; [BLOCK>PLOT]26269; [BLOCK]2
Riesling*Gewurztraminer 4082G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4082G	https://doi.org/10.15454/4FJE33	sample collection	26239.32	BLOCK>PLOT>PLANT	[X]18; [Y]32; [plant]26239.32; [BLOCK>PLOT>PLANT]26239.32; [BLOCK>PLOT]26239; [BLOCK]3
Riesling*Gewurztraminer 4094G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4094G	https://doi.org/10.15454/F92JOU	sample collection	26500.5	BLOCK>PLOT>PLANT	[X]31; [Y]5; [plant]26500.5; [BLOCK>PLOT>PLANT]26500.5; [BLOCK>PLOT]26500; [BLOCK]1
Riesling*Gewurztraminer 4094G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4094G	https://doi.org/10.15454/F92JOU	sample collection	26480	BLOCK>PLOT	[X]19; [Y]26; [BLOCK>PLOT]26480; [BLOCK]3
Riesling*Gewurztraminer 4094G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4094G	https://doi.org/10.15454/F92JOU	sample collection	26460.18	BLOCK>PLOT>PLANT	[X]19; [Y]18; [plant]26460.18; [BLOCK>PLOT>PLANT]26460.18; [BLOCK>PLOT]26460; [BLOCK]2
Riesling*Gewurztraminer 4094G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4094G	https://doi.org/10.15454/F92JOU	sample collection	26500	BLOCK>PLOT	[X]31; [Y]4; [BLOCK>PLOT]26500; [BLOCK]1
Riesling*Gewurztraminer 4095G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4095G	https://doi.org/10.15454/OSAV0I	sample collection	26405.30	BLOCK>PLOT>PLANT	[X]14; [Y]30; [plant]26405.30; [BLOCK>PLOT>PLANT]26405.30; [BLOCK>PLOT]26405; [BLOCK]3
Riesling*Gewurztraminer 4095G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4095G	https://doi.org/10.15454/OSAV0I	sample collection	26405	BLOCK>PLOT	[X]14; [Y]30; [BLOCK>PLOT]26405; [BLOCK]3
Riesling*Gewurztraminer 4095G	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41521	41521Col4095G	https://doi.org/10.15454/OSAV0I	sample collection	26415.2	BLOCK>PLOT>PLANT	[X]21; [Y]2; [plant]26415.2; [BLOCK>PLOT>PLANT]26415.2; [BLOCK>PLOT]26415; [BLOCK]1
Riesling*Gewurztraminer0001E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0001E	https://doi.org/10.15454/Y22I6B	sample collection	26214.11	BLOCK>PLOT>PLANT	[X]12; [Y]11; [plant]26214.11; [BLOCK>PLOT>PLANT]26214.11; [BLOCK>PLOT]26214; [BLOCK]1
Riesling*Gewurztraminer0001E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0001E	https://doi.org/10.15454/Y22I6B	sample collection	26214	BLOCK>PLOT	[X]12; [Y]10; [BLOCK>PLOT]26214; [BLOCK]1
Riesling*Gewurztraminer0001E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0001E	https://doi.org/10.15454/Y22I6B	sample collection	26216.14	BLOCK>PLOT>PLANT	[X]12; [Y]14; [plant]26216.14; [BLOCK>PLOT>PLANT]26216.14; [BLOCK>PLOT]26216; [BLOCK]2
Riesling*Gewurztraminer0001E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0001E	https://doi.org/10.15454/Y22I6B	sample collection	26254.30	BLOCK>PLOT>PLANT	[X]13; [Y]30; [plant]26254.30; [BLOCK>PLOT>PLANT]26254.30; [BLOCK>PLOT]26254; [BLOCK]3
Riesling*Gewurztraminer0002E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0002E	https://doi.org/10.15454/1PORZY	sample collection	26545.12	BLOCK>PLOT>PLANT	[X]23; [Y]12; [plant]26545.12; [BLOCK>PLOT>PLANT]26545.12; [BLOCK>PLOT]26545; [BLOCK]1
Riesling*Gewurztraminer0003E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0003E	https://doi.org/10.15454/GTY6ON	sample collection	26376.35	BLOCK>PLOT>PLANT	[X]17; [Y]35; [plant]26376.35; [BLOCK>PLOT>PLANT]26376.35; [BLOCK>PLOT]26376; [BLOCK]3
