observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	Circum1	Height1	REP	Shoots3	Circum2	Syllep1	Height2
2889429-2005	gnpis.lot:'661300252'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xITUxFVQ==	661300252	661300252	2005	2005-05-01T02:00:00Z				12.278015999999999			
2889429-2005	gnpis.lot:'661300252'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xITUxFVQ==	661300252	661300252	2005	2005-05-01T02:00:00Z			6				
2889527-2004	gnpis.lot:'661300374'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dIT1NCSA==	661300374	661300374	2004	2004-01-01T01:00:00Z	60.4						
2889527-2004	gnpis.lot:'661300374'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dIT1NCSA==	661300374	661300374	2004	2004-12-01T01:00:00Z					135.78		
2889527-2004	gnpis.lot:'661300374'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dIT1NCSA==	661300374	661300374	2004	2004-01-01T01:00:00Z		283.2					
2889527-2004	gnpis.lot:'661300374'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dIT1NCSA==	661300374	661300374	2004	2004-12-01T01:00:00Z							774.5
2889527-2004	gnpis.lot:'661300374'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dIT1NCSA==	661300374	661300374	2004	2004-01-01T01:00:00Z						20.86	
2889527-2004	gnpis.lot:'661300374'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dIT1NCSA==	661300374	661300374	2004	2004-12-01T01:00:00Z			6				
2889527-2005	gnpis.lot:'661300374'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dIT1NCSA==	661300374	661300374	2005	2005-05-01T02:00:00Z				10.764961000000001			
2889527-2005	gnpis.lot:'661300374'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dIT1NCSA==	661300374	661300374	2005	2005-05-01T02:00:00Z			6				
2889444-2004	gnpis.lot:'661300278'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzI4VkpSQg==	661300278	661300278	2004	2004-01-01T01:00:00Z	58.74						
2889444-2004	gnpis.lot:'661300278'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzI4VkpSQg==	661300278	661300278	2004	2004-12-01T01:00:00Z					141.61000000000001		
2889444-2004	gnpis.lot:'661300278'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzI4VkpSQg==	661300278	661300278	2004	2004-01-01T01:00:00Z		282.10000000000002					
2889444-2004	gnpis.lot:'661300278'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzI4VkpSQg==	661300278	661300278	2004	2004-12-01T01:00:00Z							717.4
2889444-2004	gnpis.lot:'661300278'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzI4VkpSQg==	661300278	661300278	2004	2004-01-01T01:00:00Z						38.53	
2889444-2004	gnpis.lot:'661300278'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzI4VkpSQg==	661300278	661300278	2004	2004-12-01T01:00:00Z			6				
2889444-2005	gnpis.lot:'661300278'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzI4VkpSQg==	661300278	661300278	2005	2005-05-01T02:00:00Z				11.9716			
2889444-2005	gnpis.lot:'661300278'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzI4VkpSQg==	661300278	661300278	2005	2005-05-01T02:00:00Z			6				
2889530-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-01-01T01:00:00Z	58.4						
2889530-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-12-01T01:00:00Z					142.11000000000001		
2889530-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-01-01T01:00:00Z		269.39999999999998					
2889530-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-12-01T01:00:00Z							755.7
2889530-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-01-01T01:00:00Z						27.36	
2889530-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-01-01T01:00:00Z			6				
2889530-2005	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2005	2005-05-01T02:00:00Z				7.0915689999999989			
2889530-2005	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2005	2005-05-01T02:00:00Z			6				
2889549-2004	gnpis.lot:'661300397'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdVSTNQMg==	661300397	661300397	2004	2004-01-01T01:00:00Z	51.24						
2889549-2004	gnpis.lot:'661300397'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdVSTNQMg==	661300397	661300397	2004	2004-12-01T01:00:00Z					146.28		
2889549-2004	gnpis.lot:'661300397'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdVSTNQMg==	661300397	661300397	2004	2004-01-01T01:00:00Z		237.9					
2889549-2004	gnpis.lot:'661300397'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdVSTNQMg==	661300397	661300397	2004	2004-12-01T01:00:00Z							732.4
2889549-2004	gnpis.lot:'661300397'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdVSTNQMg==	661300397	661300397	2004	2004-01-01T01:00:00Z						27.69	
2889549-2004	gnpis.lot:'661300397'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdVSTNQMg==	661300397	661300397	2004	2004-01-01T01:00:00Z			6				
2889549-2005	gnpis.lot:'661300397'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdVSTNQMg==	661300397	661300397	2005	2005-05-01T02:00:00Z				12.467961000000001			
2889549-2005	gnpis.lot:'661300397'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdVSTNQMg==	661300397	661300397	2005	2005-05-01T02:00:00Z			6				
2889573-2004	gnpis.lot:'661300424'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLSFZWSw==	661300424	661300424	2004	2004-01-01T01:00:00Z	53.24						
2889573-2004	gnpis.lot:'661300424'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLSFZWSw==	661300424	661300424	2004	2004-12-01T01:00:00Z					142.78		
2889573-2004	gnpis.lot:'661300424'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLSFZWSw==	661300424	661300424	2004	2004-01-01T01:00:00Z		252.2					
2889573-2004	gnpis.lot:'661300424'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLSFZWSw==	661300424	661300424	2004	2004-12-01T01:00:00Z							752.4
2889573-2004	gnpis.lot:'661300424'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLSFZWSw==	661300424	661300424	2004	2004-01-01T01:00:00Z						27.36	
2889573-2004	gnpis.lot:'661300424'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLSFZWSw==	661300424	661300424	2004	2004-12-01T01:00:00Z			6				
2889573-2005	gnpis.lot:'661300424'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLSFZWSw==	661300424	661300424	2005	2005-05-01T02:00:00Z				10.036224000000001			
2889573-2005	gnpis.lot:'661300424'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLSFZWSw==	661300424	661300424	2005	2005-05-01T02:00:00Z			6				
2889598-2004	gnpis.lot:'661300451'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hDV1g2TA==	661300451	661300451	2004	2004-01-01T01:00:00Z	61.07						
2889598-2004	gnpis.lot:'661300451'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hDV1g2TA==	661300451	661300451	2004	2004-12-01T01:00:00Z					175.11		
2889598-2004	gnpis.lot:'661300451'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hDV1g2TA==	661300451	661300451	2004	2004-01-01T01:00:00Z		318.10000000000002					
2889598-2004	gnpis.lot:'661300451'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hDV1g2TA==	661300451	661300451	2004	2004-12-01T01:00:00Z							844
2889598-2004	gnpis.lot:'661300451'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hDV1g2TA==	661300451	661300451	2004	2004-01-01T01:00:00Z						34.19	
2889598-2004	gnpis.lot:'661300451'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hDV1g2TA==	661300451	661300451	2004	2004-12-01T01:00:00Z			6				
2889598-2005	gnpis.lot:'661300451'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hDV1g2TA==	661300451	661300451	2005	2005-05-01T02:00:00Z				11.485320999999999			
2889598-2005	gnpis.lot:'661300451'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hDV1g2TA==	661300451	661300451	2005	2005-05-01T02:00:00Z			6				
2889651-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-01-01T01:00:00Z	62.57						
2889651-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-12-01T01:00:00Z					150.44999999999999		
2889651-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-01-01T01:00:00Z		277.2					
2889651-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-12-01T01:00:00Z							733.4
2889651-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-01-01T01:00:00Z						35.19	
2889651-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-12-01T01:00:00Z			6				
2889651-2005	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2005	2005-05-01T02:00:00Z				10.259208999999998			
2889651-2005	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2005	2005-05-01T02:00:00Z			6				
2889532-2004	gnpis.lot:'661300379'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZMOFVERA==	661300379	661300379	2004	2004-01-01T01:00:00Z	61.4						
2889532-2004	gnpis.lot:'661300379'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZMOFVERA==	661300379	661300379	2004	2004-12-01T01:00:00Z					163.44999999999999		
2889532-2004	gnpis.lot:'661300379'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZMOFVERA==	661300379	661300379	2004	2004-01-01T01:00:00Z		268.2					
2889532-2004	gnpis.lot:'661300379'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZMOFVERA==	661300379	661300379	2004	2004-12-01T01:00:00Z							808.5
2889532-2004	gnpis.lot:'661300379'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZMOFVERA==	661300379	661300379	2004	2004-01-01T01:00:00Z						35.36	
2889532-2004	gnpis.lot:'661300379'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZMOFVERA==	661300379	661300379	2004	2004-12-01T01:00:00Z			6				
2889532-2005	gnpis.lot:'661300379'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZMOFVERA==	661300379	661300379	2005	2005-05-01T02:00:00Z				11.758040999999999			
2889532-2005	gnpis.lot:'661300379'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZMOFVERA==	661300379	661300379	2005	2005-05-01T02:00:00Z			6				
2889627-2004	gnpis.lot:'661300481'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dNRVBIVw==	661300481	661300481	2004	2004-01-01T01:00:00Z	56.57						
2889627-2004	gnpis.lot:'661300481'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dNRVBIVw==	661300481	661300481	2004	2004-12-01T01:00:00Z					138.61000000000001		
2889627-2004	gnpis.lot:'661300481'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dNRVBIVw==	661300481	661300481	2004	2004-01-01T01:00:00Z		260.89999999999998					
2889627-2004	gnpis.lot:'661300481'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dNRVBIVw==	661300481	661300481	2004	2004-12-01T01:00:00Z							774
2889627-2004	gnpis.lot:'661300481'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dNRVBIVw==	661300481	661300481	2004	2004-01-01T01:00:00Z						38.86	
2889627-2004	gnpis.lot:'661300481'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dNRVBIVw==	661300481	661300481	2004	2004-01-01T01:00:00Z			6				
2889627-2005	gnpis.lot:'661300481'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dNRVBIVw==	661300481	661300481	2005	2005-05-01T02:00:00Z				11.478543999999999			
2889627-2005	gnpis.lot:'661300481'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dNRVBIVw==	661300481	661300481	2005	2005-05-01T02:00:00Z			6				
2889441-2004	gnpis.lot:'661300275'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RFSUowRQ==	661300275	661300275	2004	2004-01-01T01:00:00Z	45.9						
2889441-2004	gnpis.lot:'661300275'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RFSUowRQ==	661300275	661300275	2004	2004-12-01T01:00:00Z					135.94999999999999		
2889441-2004	gnpis.lot:'661300275'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RFSUowRQ==	661300275	661300275	2004	2004-01-01T01:00:00Z		226.7					
2889441-2004	gnpis.lot:'661300275'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RFSUowRQ==	661300275	661300275	2004	2004-12-01T01:00:00Z							737.4
2889441-2004	gnpis.lot:'661300275'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RFSUowRQ==	661300275	661300275	2004	2004-01-01T01:00:00Z						32.03	
2889441-2004	gnpis.lot:'661300275'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RFSUowRQ==	661300275	661300275	2004	2004-01-01T01:00:00Z			6				
2889441-2005	gnpis.lot:'661300275'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RFSUowRQ==	661300275	661300275	2005	2005-05-01T02:00:00Z				9.4310410000000005			
2889441-2005	gnpis.lot:'661300275'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RFSUowRQ==	661300275	661300275	2005	2005-05-01T02:00:00Z			6				
2889482-2004	gnpis.lot:'661300326'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JVS1dWUA==	661300326	661300326	2004	2004-01-01T01:00:00Z	60.45						
2889482-2004	gnpis.lot:'661300326'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JVS1dWUA==	661300326	661300326	2004	2004-12-01T01:00:00Z					171.26		
2889482-2004	gnpis.lot:'661300326'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JVS1dWUA==	661300326	661300326	2004	2004-01-01T01:00:00Z		281.89999999999998					
2889482-2004	gnpis.lot:'661300326'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JVS1dWUA==	661300326	661300326	2004	2004-12-01T01:00:00Z							819.6
2889482-2004	gnpis.lot:'661300326'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JVS1dWUA==	661300326	661300326	2004	2004-01-01T01:00:00Z						28.31	
2889482-2004	gnpis.lot:'661300326'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JVS1dWUA==	661300326	661300326	2004	2004-12-01T01:00:00Z			5				
2889482-2005	gnpis.lot:'661300326'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JVS1dWUA==	661300326	661300326	2005	2005-05-01T02:00:00Z				10.686361000000002			
2889482-2005	gnpis.lot:'661300326'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JVS1dWUA==	661300326	661300326	2005	2005-05-01T02:00:00Z			5				
2889652-2004	gnpis.lot:'661300506'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05LVzZNTg==	661300506	661300506	2004	2004-01-01T01:00:00Z	51.74						
2889652-2004	gnpis.lot:'661300506'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05LVzZNTg==	661300506	661300506	2004	2004-12-01T01:00:00Z					134.11000000000001		
2889652-2004	gnpis.lot:'661300506'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05LVzZNTg==	661300506	661300506	2004	2004-01-01T01:00:00Z		259.2					
2889652-2004	gnpis.lot:'661300506'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05LVzZNTg==	661300506	661300506	2004	2004-12-01T01:00:00Z							697.2
2889652-2004	gnpis.lot:'661300506'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05LVzZNTg==	661300506	661300506	2004	2004-01-01T01:00:00Z						32.36	
2889652-2004	gnpis.lot:'661300506'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05LVzZNTg==	661300506	661300506	2004	2004-12-01T01:00:00Z			6				
2889652-2005	gnpis.lot:'661300506'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05LVzZNTg==	661300506	661300506	2005	2005-05-01T02:00:00Z				8.3405439999999995			
2889652-2005	gnpis.lot:'661300506'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05LVzZNTg==	661300506	661300506	2005	2005-05-01T02:00:00Z			6				
2889438-2004	gnpis.lot:'661300270'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RNVlNOVQ==	661300270	661300270	2004	2004-01-01T01:00:00Z	53.74						
2889438-2004	gnpis.lot:'661300270'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RNVlNOVQ==	661300270	661300270	2004	2004-12-01T01:00:00Z					137.11000000000001		
2889438-2004	gnpis.lot:'661300270'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RNVlNOVQ==	661300270	661300270	2004	2004-01-01T01:00:00Z		260.2					
2889438-2004	gnpis.lot:'661300270'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RNVlNOVQ==	661300270	661300270	2004	2004-12-01T01:00:00Z							769
2889438-2004	gnpis.lot:'661300270'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RNVlNOVQ==	661300270	661300270	2004	2004-01-01T01:00:00Z						21.53	
2889438-2004	gnpis.lot:'661300270'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RNVlNOVQ==	661300270	661300270	2004	2004-12-01T01:00:00Z			6				
2889438-2005	gnpis.lot:'661300270'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RNVlNOVQ==	661300270	661300270	2005	2005-05-01T02:00:00Z				8.2139560000000014			
2889438-2005	gnpis.lot:'661300270'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RNVlNOVQ==	661300270	661300270	2005	2005-05-01T02:00:00Z			6				
2889499-2004	gnpis.lot:'661300343'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FWkZHSA==	661300343	661300343	2004	2004-01-01T01:00:00Z	54.9						
2889499-2004	gnpis.lot:'661300343'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FWkZHSA==	661300343	661300343	2004	2004-12-01T01:00:00Z					139.44999999999999		
2889499-2004	gnpis.lot:'661300343'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FWkZHSA==	661300343	661300343	2004	2004-01-01T01:00:00Z		259.89999999999998					
2889499-2004	gnpis.lot:'661300343'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FWkZHSA==	661300343	661300343	2004	2004-12-01T01:00:00Z							662.4
2889499-2004	gnpis.lot:'661300343'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FWkZHSA==	661300343	661300343	2004	2004-01-01T01:00:00Z						40.86	
2889499-2004	gnpis.lot:'661300343'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FWkZHSA==	661300343	661300343	2004	2004-12-01T01:00:00Z			6				
2889499-2005	gnpis.lot:'661300343'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FWkZHSA==	661300343	661300343	2005	2005-05-01T02:00:00Z				10.163344			
2889499-2005	gnpis.lot:'661300343'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FWkZHSA==	661300343	661300343	2005	2005-05-01T02:00:00Z			6				
2889465-2004	gnpis.lot:'661300306'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0o3Q1lTRA==	661300306	661300306	2004	2004-01-01T01:00:00Z	52.47						
2889465-2004	gnpis.lot:'661300306'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0o3Q1lTRA==	661300306	661300306	2004	2004-12-01T01:00:00Z					140.47999999999999		
2889465-2004	gnpis.lot:'661300306'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0o3Q1lTRA==	661300306	661300306	2004	2004-01-01T01:00:00Z		247.7					
2889465-2004	gnpis.lot:'661300306'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0o3Q1lTRA==	661300306	661300306	2004	2004-12-01T01:00:00Z							746.5
2889465-2004	gnpis.lot:'661300306'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0o3Q1lTRA==	661300306	661300306	2004	2004-01-01T01:00:00Z						34.049999999999997	
2889465-2004	gnpis.lot:'661300306'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0o3Q1lTRA==	661300306	661300306	2004	2004-12-01T01:00:00Z			6				
2889465-2005	gnpis.lot:'661300306'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0o3Q1lTRA==	661300306	661300306	2005	2005-05-01T02:00:00Z				9.6348160000000007			
2889465-2005	gnpis.lot:'661300306'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0o3Q1lTRA==	661300306	661300306	2005	2005-05-01T02:00:00Z			6				
2889682-2004	gnpis.lot:'661300536'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0YyTzJVTw==	661300536	661300536	2004	2004-01-01T01:00:00Z	68.400000000000006						
2889682-2004	gnpis.lot:'661300536'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0YyTzJVTw==	661300536	661300536	2004	2004-12-01T01:00:00Z					184.11		
2889682-2004	gnpis.lot:'661300536'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0YyTzJVTw==	661300536	661300536	2004	2004-01-01T01:00:00Z		304.60000000000002					
2889682-2004	gnpis.lot:'661300536'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0YyTzJVTw==	661300536	661300536	2004	2004-12-01T01:00:00Z							817.4
2889682-2004	gnpis.lot:'661300536'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0YyTzJVTw==	661300536	661300536	2004	2004-01-01T01:00:00Z						25.19	
2889682-2004	gnpis.lot:'661300536'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0YyTzJVTw==	661300536	661300536	2004	2004-12-01T01:00:00Z			6				
2889682-2005	gnpis.lot:'661300536'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0YyTzJVTw==	661300536	661300536	2005	2005-05-01T02:00:00Z				10.89			
2889682-2005	gnpis.lot:'661300536'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0YyTzJVTw==	661300536	661300536	2005	2005-05-01T02:00:00Z			6				
2889644-2004	gnpis.lot:'661300498'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBIUVhRMA==	661300498	661300498	2004	2004-01-01T01:00:00Z	59.74						
2889644-2004	gnpis.lot:'661300498'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBIUVhRMA==	661300498	661300498	2004	2004-12-01T01:00:00Z					172.45		
2889644-2004	gnpis.lot:'661300498'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBIUVhRMA==	661300498	661300498	2004	2004-01-01T01:00:00Z		316.2					
2889644-2004	gnpis.lot:'661300498'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBIUVhRMA==	661300498	661300498	2004	2004-12-01T01:00:00Z							814
2889644-2004	gnpis.lot:'661300498'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBIUVhRMA==	661300498	661300498	2004	2004-01-01T01:00:00Z						48.53	
