observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	REP	Syllep1	Height1	Height2	Shoots3	Circum1	Circum2	Budflush2
2890017-2004	gnpis.lot:'661300540'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNQ0xIRA==	661300540	661300540	2004	2004-12-01T01:00:00Z				598.5				
2890017-2004	gnpis.lot:'661300540'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNQ0xIRA==	661300540	661300540	2004	2004-01-01T01:00:00Z		19.233000000000001						
2890017-2004	gnpis.lot:'661300540'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNQ0xIRA==	661300540	661300540	2004	2004-12-01T01:00:00Z	5							
2890017-2005	gnpis.lot:'661300540'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNQ0xIRA==	661300540	661300540	2005	2005-05-01T02:00:00Z					12.794929			
2890017-2005	gnpis.lot:'661300540'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNQ0xIRA==	661300540	661300540	2005	2005-05-01T02:00:00Z	5							
2890019-2004	gnpis.lot:'661300542'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xaMlhGMg==	661300542	661300542	2004	2004-03-21T01:00:00Z								92.318603549309998
2890019-2004	gnpis.lot:'661300542'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xaMlhGMg==	661300542	661300542	2004	2004-01-01T01:00:00Z						62.55		
2890019-2004	gnpis.lot:'661300542'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xaMlhGMg==	661300542	661300542	2004	2004-12-01T01:00:00Z							108.92	
2890019-2004	gnpis.lot:'661300542'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xaMlhGMg==	661300542	661300542	2004	2004-01-01T01:00:00Z			293.39999999999998					
2890019-2004	gnpis.lot:'661300542'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xaMlhGMg==	661300542	661300542	2004	2004-12-01T01:00:00Z				464.2				
2890019-2004	gnpis.lot:'661300542'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xaMlhGMg==	661300542	661300542	2004	2004-01-01T01:00:00Z		26.067						
2890019-2004	gnpis.lot:'661300542'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xaMlhGMg==	661300542	661300542	2004	2004-12-01T01:00:00Z	6							
2890019-2005	gnpis.lot:'661300542'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xaMlhGMg==	661300542	661300542	2005	2005-05-01T02:00:00Z					9.8847360000000002			
2890019-2005	gnpis.lot:'661300542'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xaMlhGMg==	661300542	661300542	2005	2005-05-01T02:00:00Z	6							
2890057-2004	gnpis.lot:'661300581'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JFV1NESA==	661300581	661300581	2004	2004-03-21T01:00:00Z								90.336127076852506
2890057-2004	gnpis.lot:'661300581'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JFV1NESA==	661300581	661300581	2004	2004-01-01T01:00:00Z						51.03		
2890057-2004	gnpis.lot:'661300581'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JFV1NESA==	661300581	661300581	2004	2004-12-01T01:00:00Z							132.66	
2890057-2004	gnpis.lot:'661300581'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JFV1NESA==	661300581	661300581	2004	2004-01-01T01:00:00Z			279.39999999999998					
2890057-2004	gnpis.lot:'661300581'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JFV1NESA==	661300581	661300581	2004	2004-12-01T01:00:00Z				579.9				
2890057-2004	gnpis.lot:'661300581'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JFV1NESA==	661300581	661300581	2004	2004-01-01T01:00:00Z		14.9						
2890057-2004	gnpis.lot:'661300581'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JFV1NESA==	661300581	661300581	2004	2004-12-01T01:00:00Z	6							
2890057-2005	gnpis.lot:'661300581'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JFV1NESA==	661300581	661300581	2005	2005-05-01T02:00:00Z					13.549761			
2890057-2005	gnpis.lot:'661300581'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JFV1NESA==	661300581	661300581	2005	2005-05-01T02:00:00Z	6							
2890003-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-03-21T01:00:00Z								93.651936882643398
2890003-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-01-01T01:00:00Z						77.78		
2890003-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-12-01T01:00:00Z							163.85	
2890003-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-01-01T01:00:00Z			340.8					
2890003-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-12-01T01:00:00Z				629.4				
2890003-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-01-01T01:00:00Z		30.725000000000001						
2890003-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-12-01T01:00:00Z	6							
2890003-2005	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2005	2005-05-01T02:00:00Z					16.867449000000001			
2890003-2005	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2005	2005-05-01T02:00:00Z	6							
2889820-2004	gnpis.lot:'661300333'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hYU1JCUA==	661300333	661300333	2004	2004-03-21T01:00:00Z								94.151936882643398
2889820-2004	gnpis.lot:'661300333'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hYU1JCUA==	661300333	661300333	2004	2004-01-01T01:00:00Z						48.25		
2889820-2004	gnpis.lot:'661300333'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hYU1JCUA==	661300333	661300333	2004	2004-12-01T01:00:00Z							101.23	
2889820-2004	gnpis.lot:'661300333'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hYU1JCUA==	661300333	661300333	2004	2004-01-01T01:00:00Z			223.7					
2889820-2004	gnpis.lot:'661300333'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hYU1JCUA==	661300333	661300333	2004	2004-12-01T01:00:00Z				498				
2889820-2004	gnpis.lot:'661300333'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hYU1JCUA==	661300333	661300333	2004	2004-01-01T01:00:00Z		18.899999999999999						
2889820-2004	gnpis.lot:'661300333'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hYU1JCUA==	661300333	661300333	2004	2004-12-01T01:00:00Z	6							
2889820-2005	gnpis.lot:'661300333'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hYU1JCUA==	661300333	661300333	2005	2005-05-01T02:00:00Z					7.8736360000000003			
2889820-2005	gnpis.lot:'661300333'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hYU1JCUA==	661300333	661300333	2005	2005-05-01T02:00:00Z	6							
2889861-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-03-21T01:00:00Z								92.318603549309998
2889861-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-01-01T01:00:00Z						45.27		
2889861-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-12-01T01:00:00Z							108.36	
2889861-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-01-01T01:00:00Z			245.9					
2889861-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-12-01T01:00:00Z				524.4				
2889861-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-01-01T01:00:00Z		12.233000000000001						
2889861-2004	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2004	2004-12-01T01:00:00Z	6							
2889861-2005	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2005	2005-05-01T02:00:00Z					7.6562889999999992			
2889861-2005	gnpis.lot:'661300377'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FUQUtZWQ==	661300377	661300377	2005	2005-05-01T02:00:00Z	6							
2889954-2004	gnpis.lot:'661300477'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pXWk5QTg==	661300477	661300477	2004	2004-03-21T01:00:00Z								93.651936882643398
2889954-2004	gnpis.lot:'661300477'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pXWk5QTg==	661300477	661300477	2004	2004-01-01T01:00:00Z						51.03		
2889954-2004	gnpis.lot:'661300477'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pXWk5QTg==	661300477	661300477	2004	2004-12-01T01:00:00Z							116.13	
2889954-2004	gnpis.lot:'661300477'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pXWk5QTg==	661300477	661300477	2004	2004-01-01T01:00:00Z			264.2					
2889954-2004	gnpis.lot:'661300477'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pXWk5QTg==	661300477	661300477	2004	2004-12-01T01:00:00Z				531.5				
2889954-2004	gnpis.lot:'661300477'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pXWk5QTg==	661300477	661300477	2004	2004-01-01T01:00:00Z		20.9						
2889954-2004	gnpis.lot:'661300477'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pXWk5QTg==	661300477	661300477	2004	2004-12-01T01:00:00Z	6							
2889954-2005	gnpis.lot:'661300477'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pXWk5QTg==	661300477	661300477	2005	2005-05-01T02:00:00Z					8.7675209999999986			
2889954-2005	gnpis.lot:'661300477'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pXWk5QTg==	661300477	661300477	2005	2005-05-01T02:00:00Z	6							
2889959-2004	gnpis.lot:'661300482'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FETUtRNw==	661300482	661300482	2004	2004-03-21T01:00:00Z								90.651936882643398
2889959-2004	gnpis.lot:'661300482'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FETUtRNw==	661300482	661300482	2004	2004-01-01T01:00:00Z						58.36		
2889959-2004	gnpis.lot:'661300482'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FETUtRNw==	661300482	661300482	2004	2004-12-01T01:00:00Z							141.5	
2889959-2004	gnpis.lot:'661300482'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FETUtRNw==	661300482	661300482	2004	2004-01-01T01:00:00Z			308					
2889959-2004	gnpis.lot:'661300482'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FETUtRNw==	661300482	661300482	2004	2004-12-01T01:00:00Z				589.70000000000005				
2889959-2004	gnpis.lot:'661300482'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FETUtRNw==	661300482	661300482	2004	2004-01-01T01:00:00Z		20.733000000000001						
2889959-2004	gnpis.lot:'661300482'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FETUtRNw==	661300482	661300482	2004	2004-12-01T01:00:00Z	6							
2889959-2005	gnpis.lot:'661300482'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FETUtRNw==	661300482	661300482	2005	2005-05-01T02:00:00Z					18.662400000000002			
2889959-2005	gnpis.lot:'661300482'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FETUtRNw==	661300482	661300482	2005	2005-05-01T02:00:00Z	6							
2889999-2004	gnpis.lot:'661300522'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RWSlA3OA==	661300522	661300522	2004	2004-03-21T01:00:00Z								90.818603549309998
2889999-2004	gnpis.lot:'661300522'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RWSlA3OA==	661300522	661300522	2004	2004-01-01T01:00:00Z						62.55		
2889999-2004	gnpis.lot:'661300522'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RWSlA3OA==	661300522	661300522	2004	2004-12-01T01:00:00Z							126.06	
2889999-2004	gnpis.lot:'661300522'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RWSlA3OA==	661300522	661300522	2004	2004-01-01T01:00:00Z			290.7					
2889999-2004	gnpis.lot:'661300522'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RWSlA3OA==	661300522	661300522	2004	2004-12-01T01:00:00Z				551.4				
2889999-2004	gnpis.lot:'661300522'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RWSlA3OA==	661300522	661300522	2004	2004-01-01T01:00:00Z		26.233000000000001						
2889999-2004	gnpis.lot:'661300522'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RWSlA3OA==	661300522	661300522	2004	2004-12-01T01:00:00Z	6							
2889999-2005	gnpis.lot:'661300522'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RWSlA3OA==	661300522	661300522	2005	2005-05-01T02:00:00Z					17.918288999999998			
2889999-2005	gnpis.lot:'661300522'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RWSlA3OA==	661300522	661300522	2005	2005-05-01T02:00:00Z	6							
2889757-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-03-21T01:00:00Z								90.818603549309998
2889757-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-01-01T01:00:00Z						59.41		
2889757-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-12-01T01:00:00Z							139.75	
2889757-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-01-01T01:00:00Z			302.2					
2889757-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-12-01T01:00:00Z				596				
2889757-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-01-01T01:00:00Z		21.067						
2889757-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-12-01T01:00:00Z	6							
2889757-2005	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2005	2005-05-01T02:00:00Z					12.623809			
2889757-2005	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2005	2005-05-01T02:00:00Z	6							
2889803-2004	gnpis.lot:'661300314'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1A3T09JQg==	661300314	661300314	2004	2004-03-21T01:00:00Z								91.651936882643398
2889803-2004	gnpis.lot:'661300314'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1A3T09JQg==	661300314	661300314	2004	2004-01-01T01:00:00Z						43.7		
2889803-2004	gnpis.lot:'661300314'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1A3T09JQg==	661300314	661300314	2004	2004-12-01T01:00:00Z							103.79	
2889803-2004	gnpis.lot:'661300314'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1A3T09JQg==	661300314	661300314	2004	2004-01-01T01:00:00Z			236.7					
2889803-2004	gnpis.lot:'661300314'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1A3T09JQg==	661300314	661300314	2004	2004-12-01T01:00:00Z				496.1				
2889803-2004	gnpis.lot:'661300314'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1A3T09JQg==	661300314	661300314	2004	2004-01-01T01:00:00Z		13.567						
2889803-2004	gnpis.lot:'661300314'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1A3T09JQg==	661300314	661300314	2004	2004-01-01T01:00:00Z	6							
2889803-2005	gnpis.lot:'661300314'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1A3T09JQg==	661300314	661300314	2005	2005-05-01T02:00:00Z					9.8094239999999999			
2889803-2005	gnpis.lot:'661300314'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1A3T09JQg==	661300314	661300314	2005	2005-05-01T02:00:00Z	6							
2889982-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-03-21T01:00:00Z								92.985270215976698
2889982-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-01-01T01:00:00Z						58.36		
2889982-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-12-01T01:00:00Z							127.73	
2889982-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-01-01T01:00:00Z			285					
2889982-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-12-01T01:00:00Z				542.79999999999995				
2889982-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-01-01T01:00:00Z		23.733000000000001						
2889982-2004	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2004	2004-12-01T01:00:00Z	6							
2889982-2005	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2005	2005-05-01T02:00:00Z					11.826721000000001			
2889982-2005	gnpis.lot:'661300505'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlXRTVZSQ==	661300505	661300505	2005	2005-05-01T02:00:00Z	6							
2889742-2004	gnpis.lot:'661300232'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZSUDhSTQ==	661300232	661300232	2004	2004-03-21T01:00:00Z								94.818603549309998
2889742-2004	gnpis.lot:'661300232'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZSUDhSTQ==	661300232	661300232	2004	2004-01-01T01:00:00Z						56.27		
2889742-2004	gnpis.lot:'661300232'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZSUDhSTQ==	661300232	661300232	2004	2004-12-01T01:00:00Z							134.29	
2889742-2004	gnpis.lot:'661300232'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZSUDhSTQ==	661300232	661300232	2004	2004-01-01T01:00:00Z			263.39999999999998					
2889742-2004	gnpis.lot:'661300232'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZSUDhSTQ==	661300232	661300232	2004	2004-12-01T01:00:00Z				539				
2889742-2004	gnpis.lot:'661300232'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZSUDhSTQ==	661300232	661300232	2004	2004-01-01T01:00:00Z		24.733000000000001						
2889742-2004	gnpis.lot:'661300232'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZSUDhSTQ==	661300232	661300232	2004	2004-12-01T01:00:00Z	6							
2889742-2005	gnpis.lot:'661300232'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZSUDhSTQ==	661300232	661300232	2005	2005-05-01T02:00:00Z					16.426808999999999			
2889742-2005	gnpis.lot:'661300232'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZSUDhSTQ==	661300232	661300232	2005	2005-05-01T02:00:00Z	6							
2889747-2004	gnpis.lot:'661300237'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0M1TlBaMw==	661300237	661300237	2004	2004-03-21T01:00:00Z								89.985270215976698
2889747-2004	gnpis.lot:'661300237'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0M1TlBaMw==	661300237	661300237	2004	2004-01-01T01:00:00Z						62.03		
2889747-2004	gnpis.lot:'661300237'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0M1TlBaMw==	661300237	661300237	2004	2004-12-01T01:00:00Z							143.05000000000001	
2889747-2004	gnpis.lot:'661300237'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0M1TlBaMw==	661300237	661300237	2004	2004-01-01T01:00:00Z			304.39999999999998					
2889747-2004	gnpis.lot:'661300237'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0M1TlBaMw==	661300237	661300237	2004	2004-12-01T01:00:00Z				588				
2889747-2004	gnpis.lot:'661300237'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0M1TlBaMw==	661300237	661300237	2004	2004-01-01T01:00:00Z		19.899999999999999						
2889747-2004	gnpis.lot:'661300237'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0M1TlBaMw==	661300237	661300237	2004	2004-12-01T01:00:00Z	6							
2889747-2005	gnpis.lot:'661300237'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0M1TlBaMw==	661300237	661300237	2005	2005-05-01T02:00:00Z					15.968016			
2889747-2005	gnpis.lot:'661300237'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0M1TlBaMw==	661300237	661300237	2005	2005-05-01T02:00:00Z	6							
2889817-2004	gnpis.lot:'661300330'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aN01LUA==	661300330	661300330	2004	2004-03-21T01:00:00Z								93.651936882643398
2889817-2004	gnpis.lot:'661300330'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aN01LUA==	661300330	661300330	2004	2004-01-01T01:00:00Z						63.08		
2889817-2004	gnpis.lot:'661300330'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aN01LUA==	661300330	661300330	2004	2004-12-01T01:00:00Z							139.63	
2889817-2004	gnpis.lot:'661300330'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aN01LUA==	661300330	661300330	2004	2004-01-01T01:00:00Z			301.5					
2889817-2004	gnpis.lot:'661300330'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aN01LUA==	661300330	661300330	2004	2004-12-01T01:00:00Z				613				
2889817-2004	gnpis.lot:'661300330'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aN01LUA==	661300330	661300330	2004	2004-01-01T01:00:00Z		24.067						
2889817-2004	gnpis.lot:'661300330'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aN01LUA==	661300330	661300330	2004	2004-01-01T01:00:00Z	6							
2889817-2005	gnpis.lot:'661300330'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aN01LUA==	661300330	661300330	2005	2005-05-01T02:00:00Z					20.757135999999999			
2889817-2005	gnpis.lot:'661300330'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aN01LUA==	661300330	661300330	2005	2005-05-01T02:00:00Z	6							
2890007-2004	gnpis.lot:'661300530'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZPWEJOSQ==	661300530	661300530	2004	2004-03-21T01:00:00Z								93.511200461966794
2890007-2004	gnpis.lot:'661300530'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZPWEJOSQ==	661300530	661300530	2004	2004-01-01T01:00:00Z						48.94		
2890007-2004	gnpis.lot:'661300530'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZPWEJOSQ==	661300530	661300530	2004	2004-12-01T01:00:00Z							113.97	
2890007-2004	gnpis.lot:'661300530'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZPWEJOSQ==	661300530	661300530	2004	2004-01-01T01:00:00Z			270.8					
