Sample Name	Protocol REF	Parameter Value[season]	Assay Name
CF10042itknt	phenotyping	2011	assay-name_(2858935-2011)
CF10042itknt	phenotyping	2011	assay-name_(2858929-2011)
CF10042itkt	phenotyping	2011	assay-name_(2858861-2011)
CF10044itkt	phenotyping	2011	assay-name_(2858800-2011)
CF10044itkt	phenotyping	2011	assay-name_(2858828-2011)
CF10044itkt	phenotyping	2011	assay-name_(2858814-2011)
CF10049itknt	phenotyping	2011	assay-name_(2858822-2011)
CF10049itknt	phenotyping	2011	assay-name_(2858933-2011)
CF10049itknt	phenotyping	2011	assay-name_(2858927-2011)
CF10049itknt	phenotyping	2011	assay-name_(2858895-2011)
CF10049itknt	phenotyping	2011	assay-name_(2858878-2011)
CF10049itknt	phenotyping	2011	assay-name_(2858834-2011)
CF10049itknt	phenotyping	2011	assay-name_(2858881-2011)
CF10049itknt	phenotyping	2011	assay-name_(2858802-2011)
CF10049itknt	phenotyping	2011	assay-name_(2858872-2011)
CF10049itkt	phenotyping	2011	assay-name_(2858885-2011)
DI11001itknt	phenotyping	2011	assay-name_(2858858-2011)
DI11001itkt	phenotyping	2011	assay-name_(2858801-2011)
DI11002itknt	phenotyping	2011	assay-name_(2858868-2011)
DI11002itknt	phenotyping	2011	assay-name_(2858871-2011)
DI11002itknt	phenotyping	2011	assay-name_(2858853-2011)
DI11002itknt	phenotyping	2011	assay-name_(2858913-2011)
DI11002itknt	phenotyping	2011	assay-name_(2858864-2011)
DI11002itknt	phenotyping	2011	assay-name_(2858863-2011)
DI11002itkt	phenotyping	2011	assay-name_(2858830-2011)
DI11002itkt	phenotyping	2011	assay-name_(2858804-2011)
DI11002itkt	phenotyping	2011	assay-name_(2858856-2011)
DI11002itkt	phenotyping	2011	assay-name_(2858896-2011)
DI11004itknt	phenotyping	2011	assay-name_(2858825-2011)
DI11004itknt	phenotyping	2011	assay-name_(2858849-2011)
DI11004itkt	phenotyping	2011	assay-name_(2858838-2011)
DI11005itknt	phenotyping	2011	assay-name_(2858855-2011)
DI11005itknt	phenotyping	2011	assay-name_(2858778-2011)
DI11005itkt	phenotyping	2011	assay-name_(2858921-2011)
DI11005itkt	phenotyping	2011	assay-name_(2858914-2011)
DI11005itkt	phenotyping	2011	assay-name_(2858924-2011)
DI11005itkt	phenotyping	2011	assay-name_(2858837-2011)
DI11006itkt	phenotyping	2011	assay-name_(2858788-2011)
DI11007itknt	phenotyping	2011	assay-name_(2858807-2011)
DI11007itknt	phenotyping	2011	assay-name_(2858888-2011)
DI11007itknt	phenotyping	2011	assay-name_(2858845-2011)
DI11007itknt	phenotyping	2011	assay-name_(2858905-2011)
DI11007itknt	phenotyping	2011	assay-name_(2858889-2011)
DI11007itknt	phenotyping	2011	assay-name_(2858879-2011)
DI11007itknt	phenotyping	2011	assay-name_(2858805-2011)
DI11007itkt	phenotyping	2011	assay-name_(2858893-2011)
DI11007itkt	phenotyping	2011	assay-name_(2858892-2011)
EM10073itknt	phenotyping	2011	assay-name_(2858818-2011)
EM10073itknt	phenotyping	2011	assay-name_(2858846-2011)
EM10073itkt	phenotyping	2011	assay-name_(2858840-2011)
EM10073itkt	phenotyping	2011	assay-name_(2858844-2011)
EM10126itknt	phenotyping	2011	assay-name_(2858795-2011)
EM10126itknt	phenotyping	2011	assay-name_(2858847-2011)
EM10126itknt	phenotyping	2011	assay-name_(2858900-2011)
EM10126itknt	phenotyping	2011	assay-name_(2858903-2011)
EM10126itknt	phenotyping	2011	assay-name_(2858883-2011)
EM10126itkt	phenotyping	2011	assay-name_(2858783-2011)
EM10126itkt	phenotyping	2011	assay-name_(2858809-2011)
EM10126itkt	phenotyping	2011	assay-name_(2858848-2011)
EM10126itkt	phenotyping	2011	assay-name_(2858865-2011)
EM10200itknt	phenotyping	2011	assay-name_(2858799-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858898-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858928-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858806-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858842-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858877-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858841-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858797-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858852-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858922-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858870-2011)
EM10207itkt	phenotyping	2011	assay-name_(2858931-2011)
EM10241itknt	phenotyping	2011	assay-name_(2858876-2011)
Premioitkt	phenotyping	2011	assay-name_(2858789-2011)
Premioitkt	phenotyping	2011	assay-name_(2858780-2011)
RE10016itknt	phenotyping	2011	assay-name_(2858897-2011)
RE10016itknt	phenotyping	2011	assay-name_(2858932-2011)
RE10016itknt	phenotyping	2011	assay-name_(2858831-2011)
RE10023itknt	phenotyping	2011	assay-name_(2858839-2011)
RE10023itknt	phenotyping	2011	assay-name_(2858823-2011)
RE10023itknt	phenotyping	2011	assay-name_(2858857-2011)
RE10023itknt	phenotyping	2011	assay-name_(2858891-2011)
RE10023itkt	phenotyping	2011	assay-name_(2858836-2011)
RE10029itknt	phenotyping	2011	assay-name_(2858812-2011)
RE10029itkt	phenotyping	2011	assay-name_(2858909-2011)
RE10029itkt	phenotyping	2011	assay-name_(2858915-2011)
RE10039itknt	phenotyping	2011	assay-name_(2858781-2011)
RE10039itknt	phenotyping	2011	assay-name_(2858890-2011)
RE10039itknt	phenotyping	2011	assay-name_(2858930-2011)
RE10039itknt	phenotyping	2011	assay-name_(2858936-2011)
RE10039itknt	phenotyping	2011	assay-name_(2858887-2011)
RE10039itknt	phenotyping	2011	assay-name_(2858811-2011)
RE10039itkt	phenotyping	2011	assay-name_(2858829-2011)
RE10039itkt	phenotyping	2011	assay-name_(2858908-2011)
RE10039itkt	phenotyping	2011	assay-name_(2858813-2011)
RE10040itknt	phenotyping	2011	assay-name_(2858791-2011)
RE10040itknt	phenotyping	2011	assay-name_(2858880-2011)
RE10040itknt	phenotyping	2011	assay-name_(2858904-2011)
RE10040itknt	phenotyping	2011	assay-name_(2858917-2011)
RE10040itknt	phenotyping	2011	assay-name_(2858815-2011)
RE10040itknt	phenotyping	2011	assay-name_(2858910-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858843-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858902-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858869-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858820-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858926-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858860-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858875-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858803-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858794-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858786-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858835-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858816-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858779-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858873-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858787-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858850-2011)
RE10042itknt	phenotyping	2011	assay-name_(2858882-2011)
RE10043itkt	phenotyping	2011	assay-name_(2858894-2011)
RE10049itkt	phenotyping	2011	assay-name_(2858912-2011)
RE10049itkt	phenotyping	2011	assay-name_(2858925-2011)
