observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	prot	r	rdt
2791697-2003	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2003	NA		97,9	
2791697-2003	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2003	NA			68,3
2791697-2003	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2003	NA			
2791690-2003	gnpis.lot:'DI03024'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNA==	DI03024	DI03024	2003	NA		95,7	
2791690-2003	gnpis.lot:'DI03024'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNA==	DI03024	DI03024	2003	NA			91,8
2791690-2003	gnpis.lot:'DI03024'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNA==	DI03024	DI03024	2003	NA	12,7		
2791701-2003	gnpis.lot:'DI03022'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMg==	DI03022	DI03022	2003	NA		106	
2791701-2003	gnpis.lot:'DI03022'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMg==	DI03022	DI03022	2003	NA			74
2791701-2003	gnpis.lot:'DI03022'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMg==	DI03022	DI03022	2003	NA			
2791716-2003	gnpis.lot:'RE01047'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNXODBGUg==	RE01047	23819	2003	NA		104,9	
2791716-2003	gnpis.lot:'RE01047'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNXODBGUg==	RE01047	23819	2003	NA			100,6
2791716-2003	gnpis.lot:'RE01047'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNXODBGUg==	RE01047	23819	2003	NA	12,4		
2791737-2003	gnpis.lot:'EM02164'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE2NA==	EM02164	EM02164	2003	NA		102,7	
2791737-2003	gnpis.lot:'EM02164'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE2NA==	EM02164	EM02164	2003	NA			71,7
2791737-2003	gnpis.lot:'EM02164'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE2NA==	EM02164	EM02164	2003	NA			
2791707-2003	gnpis.lot:'DI03026'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNg==	DI03026	DI03026	2003	NA		110,4	
2791707-2003	gnpis.lot:'DI03026'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNg==	DI03026	DI03026	2003	NA			77,1
2791707-2003	gnpis.lot:'DI03026'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNg==	DI03026	DI03026	2003	NA			
2791725-2003	gnpis.lot:'EM02203'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMw==	EM02203	EM02203	2003	NA		113,8	
2791725-2003	gnpis.lot:'EM02203'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMw==	EM02203	EM02203	2003	NA			79,5
2791725-2003	gnpis.lot:'EM02203'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMw==	EM02203	EM02203	2003	NA			
2791688-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA		100,7	
2791688-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA			96,6
2791688-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA	12,2		
2791662-2003	gnpis.lot:'DI03019'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAxOQ==	DI03019	DI03019	2003	NA		96,5	
2791662-2003	gnpis.lot:'DI03019'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAxOQ==	DI03019	DI03019	2003	NA			92,5
2791662-2003	gnpis.lot:'DI03019'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAxOQ==	DI03019	DI03019	2003	NA	13,8		
2791695-2003	gnpis.lot:'CF02279'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjI3OQ==	CF02279	CF02279	2003	NA		101,3	
2791695-2003	gnpis.lot:'CF02279'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjI3OQ==	CF02279	CF02279	2003	NA			70,7
2791695-2003	gnpis.lot:'CF02279'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjI3OQ==	CF02279	CF02279	2003	NA			
