observationLevels[REPLICATION]	observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	prot	rdt
1	2791521-2003	gnpis.lot:'EM02196'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE5Ng==	EM02196	EM02196	2003	NA		76,47
1	2791521-2003	gnpis.lot:'EM02196'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE5Ng==	EM02196	EM02196	2003	NA	11,58	
1	2791601-2003	gnpis.lot:'CF02252'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlCMVFDSg==	CF02252	24597	2003	NA		73,71
1	2791601-2003	gnpis.lot:'CF02252'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlCMVFDSg==	CF02252	24597	2003	NA	10,58	
2	2791508-2003	gnpis.lot:'RE02113'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExMw==	RE02113	RE02113	2003	NA		98,22
2	2791508-2003	gnpis.lot:'RE02113'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExMw==	RE02113	RE02113	2003	NA	12,68	
1	2791515-2003	gnpis.lot:'RE02080'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FNM0dBTg==	RE02080	23822	2003	NA		105,18
1	2791515-2003	gnpis.lot:'RE02080'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FNM0dBTg==	RE02080	23822	2003	NA	12,17	
2	2791536-2003	gnpis.lot:'CF02242'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjI0Mg==	CF02242	CF02242	2003	NA		95,48
2	2791536-2003	gnpis.lot:'CF02242'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjI0Mg==	CF02242	CF02242	2003	NA	12,9	
2	2791562-2003	gnpis.lot:'DI03023'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMw==	DI03023	DI03023	2003	NA		73,21
2	2791562-2003	gnpis.lot:'DI03023'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMw==	DI03023	DI03023	2003	NA	10,66	
1	2791563-2003	gnpis.lot:'DI03023'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMw==	DI03023	DI03023	2003	NA		91,66
1	2791563-2003	gnpis.lot:'DI03023'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMw==	DI03023	DI03023	2003	NA	12,39	
1	2791635-2003	gnpis.lot:'Isengrain'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1laWkdZQg==	ISENGRAIN	13433	2003	NA		101,98
1	2791635-2003	gnpis.lot:'Isengrain'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1laWkdZQg==	ISENGRAIN	13433	2003	NA	12,29	
2	2791584-2003	gnpis.lot:'DI03025'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNQ==	DI03025	DI03025	2003	NA		99,72
2	2791584-2003	gnpis.lot:'DI03025'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNQ==	DI03025	DI03025	2003	NA	13,12	
1	2791593-2003	gnpis.lot:'RE01047'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNXODBGUg==	RE01047	23819	2003	NA		82,32
1	2791593-2003	gnpis.lot:'RE01047'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNXODBGUg==	RE01047	23819	2003	NA	8,77	
2	2791594-2003	gnpis.lot:'RE01047'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNXODBGUg==	RE01047	23819	2003	NA		81,06
2	2791594-2003	gnpis.lot:'RE01047'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNXODBGUg==	RE01047	23819	2003	NA	9,39	
1	2791587-2003	gnpis.lot:'RE02016'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjAxNg==	RE02016	RE02016	2003	NA		100,46
1	2791587-2003	gnpis.lot:'RE02016'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjAxNg==	RE02016	RE02016	2003	NA	10,71	
2	2791636-2003	gnpis.lot:'Isengrain'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1laWkdZQg==	ISENGRAIN	13433	2003	NA		99,69
2	2791636-2003	gnpis.lot:'Isengrain'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1laWkdZQg==	ISENGRAIN	13433	2003	NA	11,59	
1	2791529-2003	gnpis.lot:'RE02116'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExNg==	RE02116	RE02116	2003	NA		75,94
1	2791529-2003	gnpis.lot:'RE02116'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExNg==	RE02116	RE02116	2003	NA	9,51	
2	2791626-2003	gnpis.lot:'CF01185'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xDQVhQMw==	CF01185	24600	2003	NA		81,9
2	2791626-2003	gnpis.lot:'CF01185'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xDQVhQMw==	CF01185	24600	2003	NA	9,36	
1	2791653-2003	gnpis.lot:'SOISSONS'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pSTU5PMg==	SOISSONS	6607	2003	NA		65,82
1	2791653-2003	gnpis.lot:'SOISSONS'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pSTU5PMg==	SOISSONS	6607	2003	NA	10,34	
1	2791539-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA		98,2
1	2791539-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA	12,19	
1	2791495-2003	gnpis.lot:'CF02040'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjA0MA==	CF02040	CF02040	2003	NA		98,17
1	2791495-2003	gnpis.lot:'CF02040'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjA0MA==	CF02040	CF02040	2003	NA	12,73	
2	2791568-2003	gnpis.lot:'DI03022'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMg==	DI03022	DI03022	2003	NA		98,72
2	2791568-2003	gnpis.lot:'DI03022'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMg==	DI03022	DI03022	2003	NA	12,71	
1	2791505-2003	gnpis.lot:'RE02113'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExMw==	RE02113	RE02113	2003	NA		77,8
1	2791505-2003	gnpis.lot:'RE02113'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExMw==	RE02113	RE02113	2003	NA	9,83	
2	2791524-2003	gnpis.lot:'EM02196'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE5Ng==	EM02196	EM02196	2003	NA		94,16
2	2791524-2003	gnpis.lot:'EM02196'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE5Ng==	EM02196	EM02196	2003	NA	13,03	
2	2791576-2003	gnpis.lot:'DI03020'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMA==	DI03020	DI03020	2003	NA		90,55
2	2791576-2003	gnpis.lot:'DI03020'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMA==	DI03020	DI03020	2003	NA	14,8	
2	2791616-2003	gnpis.lot:'EM02203'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMw==	EM02203	EM02203	2003	NA		100,28
2	2791616-2003	gnpis.lot:'EM02203'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMw==	EM02203	EM02203	2003	NA	12,33	
1	2791569-2003	gnpis.lot:'DI03021'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMQ==	DI03021	DI03021	2003	NA		70,71
1	2791569-2003	gnpis.lot:'DI03021'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMQ==	DI03021	DI03021	2003	NA	9,95	
2	2791592-2003	gnpis.lot:'Charger'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBBTERRQQ==	CHARGER	13431	2003	NA		97,66
2	2791592-2003	gnpis.lot:'Charger'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBBTERRQQ==	CHARGER	13431	2003	NA	12,36	
1	2791625-2003	gnpis.lot:'CF01185'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xDQVhQMw==	CF01185	24600	2003	NA		81,64
1	2791625-2003	gnpis.lot:'CF01185'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xDQVhQMw==	CF01185	24600	2003	NA	9,74	
2	2791510-2003	gnpis.lot:'RE02086'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4Ng==	RE02086	RE02086	2003	NA		64,45
2	2791510-2003	gnpis.lot:'RE02086'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4Ng==	RE02086	RE02086	2003	NA	12,74	
1	2791603-2003	gnpis.lot:'CF02252'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlCMVFDSg==	CF02252	24597	2003	NA		97,23
1	2791603-2003	gnpis.lot:'CF02252'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlCMVFDSg==	CF02252	24597	2003	NA	12,82	
1	2791581-2003	gnpis.lot:'DI03025'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNQ==	DI03025	DI03025	2003	NA		77,47
1	2791581-2003	gnpis.lot:'DI03025'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNQ==	DI03025	DI03025	2003	NA	10,34	
1	2791615-2003	gnpis.lot:'EM02203'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMw==	EM02203	EM02203	2003	NA		102,56
1	2791615-2003	gnpis.lot:'EM02203'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMw==	EM02203	EM02203	2003	NA	12,22	
2	2791612-2003	gnpis.lot:'EM02147'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE0Nw==	EM02147	EM02147	2003	NA		97,29
2	2791612-2003	gnpis.lot:'EM02147'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE0Nw==	EM02147	EM02147	2003	NA	14,08	
2	2791618-2003	gnpis.lot:'EM02209'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDTDk2Rw==	EM02209	24589	2003	NA		79,32
2	2791618-2003	gnpis.lot:'EM02209'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDTDk2Rw==	EM02209	24589	2003	NA	10,33	
2	2791638-2003	gnpis.lot:'EM02164'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE2NA==	EM02164	EM02164	2003	NA		70,37
2	2791638-2003	gnpis.lot:'EM02164'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE2NA==	EM02164	EM02164	2003	NA	9,85	
1	2791657-2003	gnpis.lot:'CF02283'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VRR0VKWA==	CF02283	24599	2003	NA		69
1	2791657-2003	gnpis.lot:'CF02283'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VRR0VKWA==	CF02283	24599	2003	NA	9,98	
1	2791497-2003	gnpis.lot:'CF02266'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VUUElXSw==	CF02266	24598	2003	NA		75,29
1	2791497-2003	gnpis.lot:'CF02266'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VUUElXSw==	CF02266	24598	2003	NA	10,87	
2	2791516-2003	gnpis.lot:'RE02080'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FNM0dBTg==	RE02080	23822	2003	NA		97,45
2	2791516-2003	gnpis.lot:'RE02080'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FNM0dBTg==	RE02080	23822	2003	NA	12,33	
1	2791485-2003	gnpis.lot:'DI03019'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAxOQ==	DI03019	DI03019	2003	NA		74,54
1	2791485-2003	gnpis.lot:'DI03019'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAxOQ==	DI03019	DI03019	2003	NA	10,42	
2	2791488-2003	gnpis.lot:'DI03019'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAxOQ==	DI03019	DI03019	2003	NA		94,07
2	2791488-2003	gnpis.lot:'DI03019'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAxOQ==	DI03019	DI03019	2003	NA	13,89	
1	2791493-2003	gnpis.lot:'CF02040'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjA0MA==	CF02040	CF02040	2003	NA		73,12
1	2791493-2003	gnpis.lot:'CF02040'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjA0MA==	CF02040	CF02040	2003	NA	10,52	
2	2791522-2003	gnpis.lot:'EM02196'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE5Ng==	EM02196	EM02196	2003	NA		76,21
2	2791522-2003	gnpis.lot:'EM02196'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE5Ng==	EM02196	EM02196	2003	NA	10,46	
2	2791556-2003	gnpis.lot:'CF02279'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjI3OQ==	CF02279	CF02279	2003	NA		98,39
2	2791556-2003	gnpis.lot:'CF02279'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjI3OQ==	CF02279	CF02279	2003	NA	12,29	
1	2791571-2003	gnpis.lot:'DI03021'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMQ==	DI03021	DI03021	2003	NA		93,27
1	2791571-2003	gnpis.lot:'DI03021'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMQ==	DI03021	DI03021	2003	NA	12,05	
2	2791588-2003	gnpis.lot:'RE02016'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjAxNg==	RE02016	RE02016	2003	NA		110,31
2	2791588-2003	gnpis.lot:'RE02016'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjAxNg==	RE02016	RE02016	2003	NA	11,88	
1	2791517-2003	gnpis.lot:'EM02158'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OA==	EM02158	EM02158	2003	NA		74,29
1	2791517-2003	gnpis.lot:'EM02158'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OA==	EM02158	EM02158	2003	NA	10,48	
1	2791523-2003	gnpis.lot:'EM02196'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE5Ng==	EM02196	EM02196	2003	NA		94,83
1	2791523-2003	gnpis.lot:'EM02196'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE5Ng==	EM02196	EM02196	2003	NA	13	
2	2791540-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA		94,98
2	2791540-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA	12,29	
2	2791538-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA		78,6
2	2791538-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA	9,5	
2	2791528-2003	gnpis.lot:'RE02178'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjE3OA==	RE02178	RE02178	2003	NA		97,45
2	2791528-2003	gnpis.lot:'RE02178'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjE3OA==	RE02178	RE02178	2003	NA	11,93	
1	2791499-2003	gnpis.lot:'CF02266'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VUUElXSw==	CF02266	24598	2003	NA		98,28
1	2791499-2003	gnpis.lot:'CF02266'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VUUElXSw==	CF02266	24598	2003	NA	12,7	
1	2791575-2003	gnpis.lot:'DI03020'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMA==	DI03020	DI03020	2003	NA		88,42
1	2791575-2003	gnpis.lot:'DI03020'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMA==	DI03020	DI03020	2003	NA	14,83	
1	2791613-2003	gnpis.lot:'EM02203'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMw==	EM02203	EM02203	2003	NA		83,9
1	2791613-2003	gnpis.lot:'EM02203'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMw==	EM02203	EM02203	2003	NA	10,78	
2	2791526-2003	gnpis.lot:'RE02178'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjE3OA==	RE02178	RE02178	2003	NA		78,94
2	2791526-2003	gnpis.lot:'RE02178'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjE3OA==	RE02178	RE02178	2003	NA	9,96	
2	2791550-2003	gnpis.lot:'CF02170'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xWNVROQw==	CF02170	24596	2003	NA		74,79
2	2791550-2003	gnpis.lot:'CF02170'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xWNVROQw==	CF02170	24596	2003	NA	10,91	
1	2791647-2003	gnpis.lot:'EM02224'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01KVzJaWA==	EM02224	28847	2003	NA		99,16
1	2791647-2003	gnpis.lot:'EM02224'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01KVzJaWA==	EM02224	28847	2003	NA	12,98	
2	2791582-2003	gnpis.lot:'DI03025'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNQ==	DI03025	DI03025	2003	NA		82,66
2	2791582-2003	gnpis.lot:'DI03025'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNQ==	DI03025	DI03025	2003	NA	11,23	
2	2791654-2003	gnpis.lot:'SOISSONS'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pSTU5PMg==	SOISSONS	6607	2003	NA		63,49
2	2791654-2003	gnpis.lot:'SOISSONS'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pSTU5PMg==	SOISSONS	6607	2003	NA	10,51	
2	2791660-2003	gnpis.lot:'CF02283'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VRR0VKWA==	CF02283	24599	2003	NA		95,16
2	2791660-2003	gnpis.lot:'CF02283'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VRR0VKWA==	CF02283	24599	2003	NA	11,6	
2	2791512-2003	gnpis.lot:'RE02086'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4Ng==	RE02086	RE02086	2003	NA		86,01
2	2791512-2003	gnpis.lot:'RE02086'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4Ng==	RE02086	RE02086	2003	NA	15,08	
2	2791624-2003	gnpis.lot:'CF00057'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMDA1Nw==	CF00057	CF00057	2003	NA		98,89
2	2791624-2003	gnpis.lot:'CF00057'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMDA1Nw==	CF00057	CF00057	2003	NA	13,54	
2	2791552-2003	gnpis.lot:'CF02170'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xWNVROQw==	CF02170	24596	2003	NA		100,22
2	2791552-2003	gnpis.lot:'CF02170'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xWNVROQw==	CF02170	24596	2003	NA	12,97	
1	2791621-2003	gnpis.lot:'CF00057'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMDA1Nw==	CF00057	CF00057	2003	NA		71,8
1	2791621-2003	gnpis.lot:'CF00057'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMDA1Nw==	CF00057	CF00057	2003	NA	11,44	
1	2791491-2003	gnpis.lot:'RE01052'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMTA1Mg==	RE01052	RE01052	2003	NA		91,31
1	2791491-2003	gnpis.lot:'RE01052'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMTA1Mg==	RE01052	RE01052	2003	NA	13,76	
1	2791503-2003	gnpis.lot:'RE02084'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4NA==	RE02084	RE02084	2003	NA		85,88
1	2791503-2003	gnpis.lot:'RE02084'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4NA==	RE02084	RE02084	2003	NA	14,6	
2	2791492-2003	gnpis.lot:'RE01052'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMTA1Mg==	RE01052	RE01052	2003	NA		88,58
2	2791492-2003	gnpis.lot:'RE01052'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMTA1Mg==	RE01052	RE01052	2003	NA	13,33	
2	2791514-2003	gnpis.lot:'RE02080'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FNM0dBTg==	RE02080	23822	2003	NA		72,2
2	2791514-2003	gnpis.lot:'RE02080'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FNM0dBTg==	RE02080	23822	2003	NA	9,08	
1	2791585-2003	gnpis.lot:'RE02016'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjAxNg==	RE02016	RE02016	2003	NA		77,2
1	2791585-2003	gnpis.lot:'RE02016'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjAxNg==	RE02016	RE02016	2003	NA	8,47	
2	2791520-2003	gnpis.lot:'EM02158'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OA==	EM02158	EM02158	2003	NA		91,16
2	2791520-2003	gnpis.lot:'EM02158'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OA==	EM02158	EM02158	2003	NA	13,53	
2	2791504-2003	gnpis.lot:'RE02084'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4NA==	RE02084	RE02084	2003	NA		86,7
2	2791504-2003	gnpis.lot:'RE02084'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4NA==	RE02084	RE02084	2003	NA	14,03	
1	2791567-2003	gnpis.lot:'DI03022'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMg==	DI03022	DI03022	2003	NA		98,28
1	2791567-2003	gnpis.lot:'DI03022'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyMg==	DI03022	DI03022	2003	NA	12,89	
2	2791494-2003	gnpis.lot:'CF02040'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjA0MA==	CF02040	CF02040	2003	NA		79,54
2	2791494-2003	gnpis.lot:'CF02040'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjA0MA==	CF02040	CF02040	2003	NA	11,13	
1	2791509-2003	gnpis.lot:'RE02086'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4Ng==	RE02086	RE02086	2003	NA		68,25
1	2791509-2003	gnpis.lot:'RE02086'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4Ng==	RE02086	RE02086	2003	NA	12,32	
2	2791534-2003	gnpis.lot:'CF02242'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjI0Mg==	CF02242	CF02242	2003	NA		72,61
2	2791534-2003	gnpis.lot:'CF02242'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMjI0Mg==	CF02242	CF02242	2003	NA	11,08	
1	2791551-2003	gnpis.lot:'CF02170'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xWNVROQw==	CF02170	24596	2003	NA		102,72
1	2791551-2003	gnpis.lot:'CF02170'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0xWNVROQw==	CF02170	24596	2003	NA	12,89	
1	2791557-2003	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2003	NA		69,03
1	2791557-2003	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2003	NA	10,42	
1	2791633-2003	gnpis.lot:'Isengrain'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1laWkdZQg==	ISENGRAIN	13433	2003	NA		68,96
1	2791633-2003	gnpis.lot:'Isengrain'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1laWkdZQg==	ISENGRAIN	13433	2003	NA	9,55	
1	2791527-2003	gnpis.lot:'RE02178'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjE3OA==	RE02178	RE02178	2003	NA		93,93
1	2791527-2003	gnpis.lot:'RE02178'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjE3OA==	RE02178	RE02178	2003	NA	13	
