Sample Name	Protocol REF	Parameter Value[season]	Assay Name
EM02147itkt	phenotyping	2003	assay-name_(2791594-2003)
EM02147itkt	phenotyping	2003	assay-name_(2791593-2003)
EM02157itkfi	phenotyping	2003	assay-name_(2791580-2003)
EM02157itkt	phenotyping	2003	assay-name_(2791648-2003)
EM02157itkt	phenotyping	2003	assay-name_(2791651-2003)
EM02158itkfi	phenotyping	2003	assay-name_(2791592-2003)
EM02158itkfi	phenotyping	2003	assay-name_(2791569-2003)
EM02158itkfi	phenotyping	2003	assay-name_(2791616-2003)
EM02158itkt	phenotyping	2003	assay-name_(2791503-2003)
EM02158itkt	phenotyping	2003	assay-name_(2791491-2003)
EM02159itkt	phenotyping	2003	assay-name_(2791502-2003)
EM02159itkt	phenotyping	2003	assay-name_(2791611-2003)
EM02164itkfi	phenotyping	2003	assay-name_(2791533-2003)
EM02164itkfi	phenotyping	2003	assay-name_(2791573-2003)
EM02164itkfi	phenotyping	2003	assay-name_(2791602-2003)
EM02164itkfi	phenotyping	2003	assay-name_(2791642-2003)
EM02164itkfi	phenotyping	2003	assay-name_(2791600-2003)
EM02164itkfi	phenotyping	2003	assay-name_(2791498-2003)
EM02164itkt	phenotyping	2003	assay-name_(2791633-2003)
EM02201itkt	phenotyping	2003	assay-name_(2791626-2003)
EM02201itkt	phenotyping	2003	assay-name_(2791653-2003)
EM02203itkt	phenotyping	2003	assay-name_(2791512-2003)
EM02203itkt	phenotyping	2003	assay-name_(2791624-2003)
EM02207itkfi	phenotyping	2003	assay-name_(2791506-2003)
EM02207itkfi	phenotyping	2003	assay-name_(2791586-2003)
EM02207itkfi	phenotyping	2003	assay-name_(2791507-2003)
EM02207itkt	phenotyping	2003	assay-name_(2791541-2003)
EM02207itkt	phenotyping	2003	assay-name_(2791599-2003)
EM02207itkt	phenotyping	2003	assay-name_(2791634-2003)
EM02207itkt	phenotyping	2003	assay-name_(2791623-2003)
EM02207itkt	phenotyping	2003	assay-name_(2791601-2003)
EM02207itkt	phenotyping	2003	assay-name_(2791544-2003)
EM02207itkt	phenotyping	2003	assay-name_(2791590-2003)
EM02207itkt	phenotyping	2003	assay-name_(2791521-2003)
EM02209itkt	phenotyping	2003	assay-name_(2791585-2003)
Isengrainitkfi	phenotyping	2003	assay-name_(2791659-2003)
Isengrainitkfi	phenotyping	2003	assay-name_(2791610-2003)
Isengrainitkfi	phenotyping	2003	assay-name_(2791558-2003)
Isengrainitkt	phenotyping	2003	assay-name_(2791554-2003)
RE01047itkfi	phenotyping	2003	assay-name_(2791559-2003)
RE02009itkt	phenotyping	2003	assay-name_(2791622-2003)
RE02009itkt	phenotyping	2003	assay-name_(2791608-2003)
RE02009itkt	phenotyping	2003	assay-name_(2791548-2003)
RE02009itkt	phenotyping	2003	assay-name_(2791637-2003)
RE02009itkt	phenotyping	2003	assay-name_(2791490-2003)
RE02009itkt	phenotyping	2003	assay-name_(2791658-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791575-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791528-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791660-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791538-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791654-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791499-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791647-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791582-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791613-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791550-2003)
RE02016itkfi	phenotyping	2003	assay-name_(2791526-2003)
RE02080itkt	phenotyping	2003	assay-name_(2791525-2003)
RE02080itkt	phenotyping	2003	assay-name_(2791604-2003)
RE02086itkt	phenotyping	2003	assay-name_(2791572-2003)
RE02113itkfi	phenotyping	2003	assay-name_(2791645-2003)
RE02113itkfi	phenotyping	2003	assay-name_(2791641-2003)
RE02113itkfi	phenotyping	2003	assay-name_(2791574-2003)
RE02116itkt	phenotyping	2003	assay-name_(2791636-2003)
RE02116itkt	phenotyping	2003	assay-name_(2791529-2003)
RE02178itkfi	phenotyping	2003	assay-name_(2791597-2003)
RE02178itkfi	phenotyping	2003	assay-name_(2791646-2003)
RE02178itkfi	phenotyping	2003	assay-name_(2791530-2003)
RE02178itkt	phenotyping	2003	assay-name_(2791655-2003)
RE02178itkt	phenotyping	2003	assay-name_(2791644-2003)
RE02178itkt	phenotyping	2003	assay-name_(2791609-2003)
RE02181itkfi	phenotyping	2003	assay-name_(2791540-2003)
RE02181itkfi	phenotyping	2003	assay-name_(2791523-2003)
RE02181itkfi	phenotyping	2003	assay-name_(2791517-2003)
RE02181itkt	phenotyping	2003	assay-name_(2791603-2003)
RE02181itkt	phenotyping	2003	assay-name_(2791625-2003)
RE02181itkt	phenotyping	2003	assay-name_(2791657-2003)
RE02181itkt	phenotyping	2003	assay-name_(2791638-2003)
RE02181itkt	phenotyping	2003	assay-name_(2791612-2003)
RE02181itkt	phenotyping	2003	assay-name_(2791618-2003)
RE02181itkt	phenotyping	2003	assay-name_(2791615-2003)
RE02181itkt	phenotyping	2003	assay-name_(2791581-2003)
RE02181itkt	phenotyping	2003	assay-name_(2791510-2003)
Soissonsitkfi	phenotyping	2003	assay-name_(2791514-2003)
