observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	solution_air_pressure	solution_name	phenovation_raw_image	solution_volume	2DVIS
P_9734	NA	NA	NA	Zea_VIB_RIL_8W_EP33_5___1191	RIL_8W_EP33_5	1191	NA	2012-07-01T10:00:00Z			74.78		
P_9734	NA	NA	NA	Zea_VIB_RIL_8W_EP33_5___1191	RIL_8W_EP33_5	1191	NA	2012-07-01T10:00:00Z	7.25				
P_9734	NA	NA	NA	Zea_VIB_RIL_8W_EP33_5___1191	RIL_8W_EP33_5	1191	NA	2012-07-01T10:00:00Z		182.28			
P_9734	NA	NA	NA	Zea_VIB_RIL_8W_EP33_5___1191	RIL_8W_EP33_5	1191	NA	2012-07-01T10:00:00Z				86.07	
P_9735	NA	NA	NA	Zea_VIB_RIL_8W_EP33_7___1192	RIL_8W_EP33_7	1192	NA	2012-07-01T10:00:00Z			75.52		
P_9735	NA	NA	NA	Zea_VIB_RIL_8W_EP33_7___1192	RIL_8W_EP33_7	1192	NA	2012-07-01T10:00:00Z	5.83				
P_9735	NA	NA	NA	Zea_VIB_RIL_8W_EP33_7___1192	RIL_8W_EP33_7	1192	NA	2012-07-01T10:00:00Z		182.26			
P_9735	NA	NA	NA	Zea_VIB_RIL_8W_EP33_7___1192	RIL_8W_EP33_7	1192	NA	2012-07-01T10:00:00Z				89.05	
P_9736	NA	NA	NA	Zea_VIB_RIL_8W_EP34_10___1193	RIL_8W_EP34_10	1193	NA	2012-07-01T10:00:00Z			75.25		
P_9736	NA	NA	NA	Zea_VIB_RIL_8W_EP34_10___1193	RIL_8W_EP34_10	1193	NA	2012-07-01T10:00:00Z	7.00				
P_9736	NA	NA	NA	Zea_VIB_RIL_8W_EP34_10___1193	RIL_8W_EP34_10	1193	NA	2012-07-01T10:00:00Z		186.21			
P_9736	NA	NA	NA	Zea_VIB_RIL_8W_EP34_10___1193	RIL_8W_EP34_10	1193	NA	2012-07-01T10:00:00Z				96.55	
P_9737	NA	NA	NA	Zea_VIB_RIL_8W_EP34_18___1194	RIL_8W_EP34_18	1194	NA	2012-07-01T10:00:00Z			75.73		
P_9737	NA	NA	NA	Zea_VIB_RIL_8W_EP34_18___1194	RIL_8W_EP34_18	1194	NA	2012-07-01T10:00:00Z	7.54				
P_9737	NA	NA	NA	Zea_VIB_RIL_8W_EP34_18___1194	RIL_8W_EP34_18	1194	NA	2012-07-01T10:00:00Z		164.18			
P_9737	NA	NA	NA	Zea_VIB_RIL_8W_EP34_18___1194	RIL_8W_EP34_18	1194	NA	2012-07-01T10:00:00Z				95.97	
P_9738	NA	NA	NA	Zea_VIB_RIL_8W_EP34_22___1195	RIL_8W_EP34_22	1195	NA	2012-07-01T10:00:00Z			74.42		
P_9738	NA	NA	NA	Zea_VIB_RIL_8W_EP34_22___1195	RIL_8W_EP34_22	1195	NA	2012-07-01T10:00:00Z	6.26				
P_9738	NA	NA	NA	Zea_VIB_RIL_8W_EP34_22___1195	RIL_8W_EP34_22	1195	NA	2012-07-01T10:00:00Z		137.67			
P_9738	NA	NA	NA	Zea_VIB_RIL_8W_EP34_22___1195	RIL_8W_EP34_22	1195	NA	2012-07-01T10:00:00Z				74.32	
P_9739	NA	NA	NA	Zea_VIB_RIL_8W_EP34_23___1196	RIL_8W_EP34_23	1196	NA	2012-07-01T10:00:00Z			77.08		
P_9739	NA	NA	NA	Zea_VIB_RIL_8W_EP34_23___1196	RIL_8W_EP34_23	1196	NA	2012-07-01T10:00:00Z	4.93				
P_9739	NA	NA	NA	Zea_VIB_RIL_8W_EP34_23___1196	RIL_8W_EP34_23	1196	NA	2012-07-01T10:00:00Z		152.47			
P_9739	NA	NA	NA	Zea_VIB_RIL_8W_EP34_23___1196	RIL_8W_EP34_23	1196	NA	2012-07-01T10:00:00Z				88.48	
P_9740	NA	NA	NA	Zea_VIB_RIL_8W_EP34_26___1197	RIL_8W_EP34_26	1197	NA	2012-07-01T10:00:00Z			81.12		
P_9740	NA	NA	NA	Zea_VIB_RIL_8W_EP34_26___1197	RIL_8W_EP34_26	1197	NA	2012-07-01T10:00:00Z	8.01				
P_9740	NA	NA	NA	Zea_VIB_RIL_8W_EP34_26___1197	RIL_8W_EP34_26	1197	NA	2012-07-01T10:00:00Z		173.85			
P_9740	NA	NA	NA	Zea_VIB_RIL_8W_EP34_26___1197	RIL_8W_EP34_26	1197	NA	2012-07-01T10:00:00Z				87.91	
P_9741	NA	NA	NA	Zea_VIB_RIL_8W_EP34_31___1198	RIL_8W_EP34_31	1198	NA	2012-07-01T10:00:00Z			74.38		
P_9741	NA	NA	NA	Zea_VIB_RIL_8W_EP34_31___1198	RIL_8W_EP34_31	1198	NA	2012-07-01T10:00:00Z	3.92				
P_9741	NA	NA	NA	Zea_VIB_RIL_8W_EP34_31___1198	RIL_8W_EP34_31	1198	NA	2012-07-01T10:00:00Z		118.13			
P_9741	NA	NA	NA	Zea_VIB_RIL_8W_EP34_31___1198	RIL_8W_EP34_31	1198	NA	2012-07-01T10:00:00Z				56.33	
P_9742	NA	NA	NA	Zea_VIB_RIL_8W_58RIL8way___159	RIL_8W_58 RIL 8-way 	159	NA	2012-07-01T10:00:00Z			76.75		
P_9742	NA	NA	NA	Zea_VIB_RIL_8W_58RIL8way___159	RIL_8W_58 RIL 8-way 	159	NA	2012-07-01T10:00:00Z	7.61				
P_9742	NA	NA	NA	Zea_VIB_RIL_8W_58RIL8way___159	RIL_8W_58 RIL 8-way 	159	NA	2012-07-01T10:00:00Z		167.46			
P_9742	NA	NA	NA	Zea_VIB_RIL_8W_58RIL8way___159	RIL_8W_58 RIL 8-way 	159	NA	2012-07-01T10:00:00Z				88.84	
P_9743	NA	NA	NA	Zea_VIB_RIL_8W_EP34_36___1199	RIL_8W_EP34_36	1199	NA	2012-07-01T10:00:00Z			76.56		
P_9743	NA	NA	NA	Zea_VIB_RIL_8W_EP34_36___1199	RIL_8W_EP34_36	1199	NA	2012-07-01T10:00:00Z	7.10				
P_9743	NA	NA	NA	Zea_VIB_RIL_8W_EP34_36___1199	RIL_8W_EP34_36	1199	NA	2012-07-01T10:00:00Z		199.26			
P_9743	NA	NA	NA	Zea_VIB_RIL_8W_EP34_36___1199	RIL_8W_EP34_36	1199	NA	2012-07-01T10:00:00Z				91.08	
P_9744	NA	NA	NA	Zea_VIB_RIL_8W_EP34_39___1200	RIL_8W_EP34_39	1200	NA	2012-07-01T10:00:00Z			71.70		
P_9744	NA	NA	NA	Zea_VIB_RIL_8W_EP34_39___1200	RIL_8W_EP34_39	1200	NA	2012-07-01T10:00:00Z	5.74				
P_9744	NA	NA	NA	Zea_VIB_RIL_8W_EP34_39___1200	RIL_8W_EP34_39	1200	NA	2012-07-01T10:00:00Z		138.53			
P_9744	NA	NA	NA	Zea_VIB_RIL_8W_EP34_39___1200	RIL_8W_EP34_39	1200	NA	2012-07-01T10:00:00Z				80.76	
P_9745	NA	NA	NA	Zea_VIB_RIL_8W_EP34_4___1201	RIL_8W_EP34_4	1201	NA	2012-07-01T10:00:00Z			76.20		
P_9745	NA	NA	NA	Zea_VIB_RIL_8W_EP34_4___1201	RIL_8W_EP34_4	1201	NA	2012-07-01T10:00:00Z	8.16				
P_9745	NA	NA	NA	Zea_VIB_RIL_8W_EP34_4___1201	RIL_8W_EP34_4	1201	NA	2012-07-01T10:00:00Z		182.87			
P_9745	NA	NA	NA	Zea_VIB_RIL_8W_EP34_4___1201	RIL_8W_EP34_4	1201	NA	2012-07-01T10:00:00Z				103.82	
P_9746	NA	NA	NA	Zea_VIB_RIL_8W_EP34_52___1202	RIL_8W_EP34_52	1202	NA	2012-07-01T10:00:00Z			76.54		
P_9746	NA	NA	NA	Zea_VIB_RIL_8W_EP34_52___1202	RIL_8W_EP34_52	1202	NA	2012-07-01T10:00:00Z	7.34				
P_9746	NA	NA	NA	Zea_VIB_RIL_8W_EP34_52___1202	RIL_8W_EP34_52	1202	NA	2012-07-01T10:00:00Z		142.71			
P_9746	NA	NA	NA	Zea_VIB_RIL_8W_EP34_52___1202	RIL_8W_EP34_52	1202	NA	2012-07-01T10:00:00Z				64.82	
P_9747	NA	NA	NA	Zea_VIB_RIL_8W_EP34_54___1203	RIL_8W_EP34_54	1203	NA	2012-07-01T10:00:00Z			73.76		
P_9747	NA	NA	NA	Zea_VIB_RIL_8W_EP34_54___1203	RIL_8W_EP34_54	1203	NA	2012-07-01T10:00:00Z	6.42				
P_9747	NA	NA	NA	Zea_VIB_RIL_8W_EP34_54___1203	RIL_8W_EP34_54	1203	NA	2012-07-01T10:00:00Z		208.84			
P_9747	NA	NA	NA	Zea_VIB_RIL_8W_EP34_54___1203	RIL_8W_EP34_54	1203	NA	2012-07-01T10:00:00Z				102.65	
P_9748	NA	NA	NA	Zea_VIB_RIL_8W_EP34_72___1204	RIL_8W_EP34_72	1204	NA	2012-07-01T10:00:00Z			77.71		
P_9748	NA	NA	NA	Zea_VIB_RIL_8W_EP34_72___1204	RIL_8W_EP34_72	1204	NA	2012-07-01T10:00:00Z	7.57				
P_9748	NA	NA	NA	Zea_VIB_RIL_8W_EP34_72___1204	RIL_8W_EP34_72	1204	NA	2012-07-01T10:00:00Z		201.52			
P_9748	NA	NA	NA	Zea_VIB_RIL_8W_EP34_72___1204	RIL_8W_EP34_72	1204	NA	2012-07-01T10:00:00Z				110.94	
P_9749	NA	NA	NA	Zea_VIB_RIL_8W_EP34_75___1205	RIL_8W_EP34_75	1205	NA	2012-07-01T10:00:00Z			78.50		
P_9749	NA	NA	NA	Zea_VIB_RIL_8W_EP34_75___1205	RIL_8W_EP34_75	1205	NA	2012-07-01T10:00:00Z	6.24				
P_9749	NA	NA	NA	Zea_VIB_RIL_8W_EP34_75___1205	RIL_8W_EP34_75	1205	NA	2012-07-01T10:00:00Z		150.08			
P_9749	NA	NA	NA	Zea_VIB_RIL_8W_EP34_75___1205	RIL_8W_EP34_75	1205	NA	2012-07-01T10:00:00Z				73.57	
P_9750	NA	NA	NA	Zea_VIB_RIL_8W_EP34_76___1206	RIL_8W_EP34_76	1206	NA	2012-07-01T10:00:00Z			72.95		
P_9750	NA	NA	NA	Zea_VIB_RIL_8W_EP34_76___1206	RIL_8W_EP34_76	1206	NA	2012-07-01T10:00:00Z	6.31				
P_9750	NA	NA	NA	Zea_VIB_RIL_8W_EP34_76___1206	RIL_8W_EP34_76	1206	NA	2012-07-01T10:00:00Z		136.52			
P_9750	NA	NA	NA	Zea_VIB_RIL_8W_EP34_76___1206	RIL_8W_EP34_76	1206	NA	2012-07-01T10:00:00Z				67.59	
P_9751	NA	NA	NA	Zea_VIB_RIL_8W_EP35_13___1207	RIL_8W_EP35_13	1207	NA	2012-07-01T10:00:00Z			78.72		
P_9751	NA	NA	NA	Zea_VIB_RIL_8W_EP35_13___1207	RIL_8W_EP35_13	1207	NA	2012-07-01T10:00:00Z	6.27				
P_9751	NA	NA	NA	Zea_VIB_RIL_8W_EP35_13___1207	RIL_8W_EP35_13	1207	NA	2012-07-01T10:00:00Z		194.92			
P_9751	NA	NA	NA	Zea_VIB_RIL_8W_EP35_13___1207	RIL_8W_EP35_13	1207	NA	2012-07-01T10:00:00Z				97.71	
P_9752	NA	NA	NA	Zea_VIB_RIL_8W_59RIL8way___160	RIL_8W_59 RIL 8-way 	160	NA	2012-07-01T10:00:00Z			70.41		
P_9752	NA	NA	NA	Zea_VIB_RIL_8W_59RIL8way___160	RIL_8W_59 RIL 8-way 	160	NA	2012-07-01T10:00:00Z	6.35				
P_9752	NA	NA	NA	Zea_VIB_RIL_8W_59RIL8way___160	RIL_8W_59 RIL 8-way 	160	NA	2012-07-01T10:00:00Z		127.46			
P_9752	NA	NA	NA	Zea_VIB_RIL_8W_59RIL8way___160	RIL_8W_59 RIL 8-way 	160	NA	2012-07-01T10:00:00Z				73.88	
P_9753	NA	NA	NA	Zea_VIB_RIL_8W_EP35_22___1208	RIL_8W_EP35_22	1208	NA	2012-07-01T10:00:00Z			77.66		
P_9753	NA	NA	NA	Zea_VIB_RIL_8W_EP35_22___1208	RIL_8W_EP35_22	1208	NA	2012-07-01T10:00:00Z	5.60				
P_9753	NA	NA	NA	Zea_VIB_RIL_8W_EP35_22___1208	RIL_8W_EP35_22	1208	NA	2012-07-01T10:00:00Z		173.33			
P_9753	NA	NA	NA	Zea_VIB_RIL_8W_EP35_22___1208	RIL_8W_EP35_22	1208	NA	2012-07-01T10:00:00Z				77.14	
P_9754	NA	NA	NA	Zea_VIB_RIL_8W_EP35_25___1209	RIL_8W_EP35_25	1209	NA	2012-07-01T10:00:00Z			79.47		
P_9754	NA	NA	NA	Zea_VIB_RIL_8W_EP35_25___1209	RIL_8W_EP35_25	1209	NA	2012-07-01T10:00:00Z	8.72				
P_9754	NA	NA	NA	Zea_VIB_RIL_8W_EP35_25___1209	RIL_8W_EP35_25	1209	NA	2012-07-01T10:00:00Z		176.38			
P_9754	NA	NA	NA	Zea_VIB_RIL_8W_EP35_25___1209	RIL_8W_EP35_25	1209	NA	2012-07-01T10:00:00Z				101.08	
P_9755	NA	NA	NA	Zea_VIB_RIL_8W_EP35_26___1210	RIL_8W_EP35_26	1210	NA	2012-07-01T10:00:00Z			72.37		
P_9755	NA	NA	NA	Zea_VIB_RIL_8W_EP35_26___1210	RIL_8W_EP35_26	1210	NA	2012-07-01T10:00:00Z	5.23				
P_9755	NA	NA	NA	Zea_VIB_RIL_8W_EP35_26___1210	RIL_8W_EP35_26	1210	NA	2012-07-01T10:00:00Z		167.79			
P_9755	NA	NA	NA	Zea_VIB_RIL_8W_EP35_26___1210	RIL_8W_EP35_26	1210	NA	2012-07-01T10:00:00Z				74.67	
P_9756	NA	NA	NA	Zea_VIB_RIL_8W_EP35_31___1211	RIL_8W_EP35_31	1211	NA	2012-07-01T10:00:00Z			78.48		
P_9756	NA	NA	NA	Zea_VIB_RIL_8W_EP35_31___1211	RIL_8W_EP35_31	1211	NA	2012-07-01T10:00:00Z	4.14				
P_9756	NA	NA	NA	Zea_VIB_RIL_8W_EP35_31___1211	RIL_8W_EP35_31	1211	NA	2012-07-01T10:00:00Z		109.82			
P_9756	NA	NA	NA	Zea_VIB_RIL_8W_EP35_31___1211	RIL_8W_EP35_31	1211	NA	2012-07-01T10:00:00Z				60.91	
P_9757	NA	NA	NA	Zea_VIB_RIL_8W_EP35_33___1212	RIL_8W_EP35_33	1212	NA	2012-07-01T10:00:00Z			79.90		
P_9757	NA	NA	NA	Zea_VIB_RIL_8W_EP35_33___1212	RIL_8W_EP35_33	1212	NA	2012-07-01T10:00:00Z	5.67				
P_9757	NA	NA	NA	Zea_VIB_RIL_8W_EP35_33___1212	RIL_8W_EP35_33	1212	NA	2012-07-01T10:00:00Z		178.31			
P_9757	NA	NA	NA	Zea_VIB_RIL_8W_EP35_33___1212	RIL_8W_EP35_33	1212	NA	2012-07-01T10:00:00Z				85.65	
P_9758	NA	NA	NA	Zea_VIB_RIL_8W_EP35_35___1213	RIL_8W_EP35_35	1213	NA	2012-07-01T10:00:00Z			74.87		
P_9758	NA	NA	NA	Zea_VIB_RIL_8W_EP35_35___1213	RIL_8W_EP35_35	1213	NA	2012-07-01T10:00:00Z	5.67				
P_9758	NA	NA	NA	Zea_VIB_RIL_8W_EP35_35___1213	RIL_8W_EP35_35	1213	NA	2012-07-01T10:00:00Z		146.28			
P_9758	NA	NA	NA	Zea_VIB_RIL_8W_EP35_35___1213	RIL_8W_EP35_35	1213	NA	2012-07-01T10:00:00Z				72.44	
P_9759	NA	NA	NA	Zea_VIB_RIL_8W_EP35_41___1214	RIL_8W_EP35_41	1214	NA	2012-07-01T10:00:00Z			81.17		
P_9759	NA	NA	NA	Zea_VIB_RIL_8W_EP35_41___1214	RIL_8W_EP35_41	1214	NA	2012-07-01T10:00:00Z	6.66				
P_9759	NA	NA	NA	Zea_VIB_RIL_8W_EP35_41___1214	RIL_8W_EP35_41	1214	NA	2012-07-01T10:00:00Z		161.11			
P_9759	NA	NA	NA	Zea_VIB_RIL_8W_EP35_41___1214	RIL_8W_EP35_41	1214	NA	2012-07-01T10:00:00Z				95.76	
P_9760	NA	NA	NA	Zea_VIB_RIL_8W_EP35_43___1215	RIL_8W_EP35_43	1215	NA	2012-07-01T10:00:00Z			78.17		
P_9760	NA	NA	NA	Zea_VIB_RIL_8W_EP35_43___1215	RIL_8W_EP35_43	1215	NA	2012-07-01T10:00:00Z	5.47				
P_9760	NA	NA	NA	Zea_VIB_RIL_8W_EP35_43___1215	RIL_8W_EP35_43	1215	NA	2012-07-01T10:00:00Z		159.20			
P_9760	NA	NA	NA	Zea_VIB_RIL_8W_EP35_43___1215	RIL_8W_EP35_43	1215	NA	2012-07-01T10:00:00Z				71.41	
P_9761	NA	NA	NA	Zea_VIB_RIL_8W_EP35_49___1216	RIL_8W_EP35_49	1216	NA	2012-07-01T10:00:00Z			80.08		
P_9761	NA	NA	NA	Zea_VIB_RIL_8W_EP35_49___1216	RIL_8W_EP35_49	1216	NA	2012-07-01T10:00:00Z	5.08				
P_9761	NA	NA	NA	Zea_VIB_RIL_8W_EP35_49___1216	RIL_8W_EP35_49	1216	NA	2012-07-01T10:00:00Z		192.02			
P_9761	NA	NA	NA	Zea_VIB_RIL_8W_EP35_49___1216	RIL_8W_EP35_49	1216	NA	2012-07-01T10:00:00Z				94.97	
P_9762	NA	NA	NA	Zea_VIB_RIL_8W_EP35_5___1217	RIL_8W_EP35_5	1217	NA	2012-07-01T10:00:00Z			68.71		
P_9762	NA	NA	NA	Zea_VIB_RIL_8W_EP35_5___1217	RIL_8W_EP35_5	1217	NA	2012-07-01T10:00:00Z	7.24				
P_9762	NA	NA	NA	Zea_VIB_RIL_8W_EP35_5___1217	RIL_8W_EP35_5	1217	NA	2012-07-01T10:00:00Z		153.44			
P_9762	NA	NA	NA	Zea_VIB_RIL_8W_EP35_5___1217	RIL_8W_EP35_5	1217	NA	2012-07-01T10:00:00Z				75.18	
P_9763	NA	NA	NA	Zea_VIB_RIL_8W_EP35_53___1218	RIL_8W_EP35_53	1218	NA	2012-07-01T10:00:00Z			76.66		
P_9763	NA	NA	NA	Zea_VIB_RIL_8W_EP35_53___1218	RIL_8W_EP35_53	1218	NA	2012-07-01T10:00:00Z	4.80				
P_9763	NA	NA	NA	Zea_VIB_RIL_8W_EP35_53___1218	RIL_8W_EP35_53	1218	NA	2012-07-01T10:00:00Z		188.14			
P_9763	NA	NA	NA	Zea_VIB_RIL_8W_EP35_53___1218	RIL_8W_EP35_53	1218	NA	2012-07-01T10:00:00Z				103.88	
P_9764	NA	NA	NA	Zea_VIB_RIL_8W_EP35_7___1219	RIL_8W_EP35_7	1219	NA	2012-07-01T10:00:00Z			76.44		
P_9764	NA	NA	NA	Zea_VIB_RIL_8W_EP35_7___1219	RIL_8W_EP35_7	1219	NA	2012-07-01T10:00:00Z	5.86				
P_9764	NA	NA	NA	Zea_VIB_RIL_8W_EP35_7___1219	RIL_8W_EP35_7	1219	NA	2012-07-01T10:00:00Z		164.65			
P_9764	NA	NA	NA	Zea_VIB_RIL_8W_EP35_7___1219	RIL_8W_EP35_7	1219	NA	2012-07-01T10:00:00Z				76.19	
P_9765	NA	NA	NA	Zea_VIB_RIL_8W_EP35_8___1220	RIL_8W_EP35_8	1220	NA	2012-07-01T10:00:00Z			75.98		
P_9765	NA	NA	NA	Zea_VIB_RIL_8W_EP35_8___1220	RIL_8W_EP35_8	1220	NA	2012-07-01T10:00:00Z	6.89				
P_9765	NA	NA	NA	Zea_VIB_RIL_8W_EP35_8___1220	RIL_8W_EP35_8	1220	NA	2012-07-01T10:00:00Z		143.06			
P_9765	NA	NA	NA	Zea_VIB_RIL_8W_EP35_8___1220	RIL_8W_EP35_8	1220	NA	2012-07-01T10:00:00Z				74.67	
P_9766	NA	NA	NA	Zea_VIB_RIL_8W_EP4_1___1221	RIL_8W_EP4_1	1221	NA	2012-07-01T10:00:00Z			74.90		
P_9766	NA	NA	NA	Zea_VIB_RIL_8W_EP4_1___1221	RIL_8W_EP4_1	1221	NA	2012-07-01T10:00:00Z	3.38				
P_9766	NA	NA	NA	Zea_VIB_RIL_8W_EP4_1___1221	RIL_8W_EP4_1	1221	NA	2012-07-01T10:00:00Z		168.45			
P_9766	NA	NA	NA	Zea_VIB_RIL_8W_EP4_1___1221	RIL_8W_EP4_1	1221	NA	2012-07-01T10:00:00Z				68.90	
P_9767	NA	NA	NA	Zea_VIB_RIL_8W_EP4_11___1222	RIL_8W_EP4_11	1222	NA	2012-07-01T10:00:00Z			82.32		
P_9767	NA	NA	NA	Zea_VIB_RIL_8W_EP4_11___1222	RIL_8W_EP4_11	1222	NA	2012-07-01T10:00:00Z	5.07				
P_9767	NA	NA	NA	Zea_VIB_RIL_8W_EP4_11___1222	RIL_8W_EP4_11	1222	NA	2012-07-01T10:00:00Z		167.91			
P_9767	NA	NA	NA	Zea_VIB_RIL_8W_EP4_11___1222	RIL_8W_EP4_11	1222	NA	2012-07-01T10:00:00Z				95.74	
P_9768	NA	NA	NA	Zea_VIB_RIL_8W_EP4_14___1223	RIL_8W_EP4_14	1223	NA	2012-07-01T10:00:00Z			76.24		
P_9768	NA	NA	NA	Zea_VIB_RIL_8W_EP4_14___1223	RIL_8W_EP4_14	1223	NA	2012-07-01T10:00:00Z	7.53				
P_9768	NA	NA	NA	Zea_VIB_RIL_8W_EP4_14___1223	RIL_8W_EP4_14	1223	NA	2012-07-01T10:00:00Z		121.18			
P_9768	NA	NA	NA	Zea_VIB_RIL_8W_EP4_14___1223	RIL_8W_EP4_14	1223	NA	2012-07-01T10:00:00Z				55.21	
P_9769	NA	NA	NA	Zea_VIB_RIL_8W_EP4_22___1224	RIL_8W_EP4_22	1224	NA	2012-07-01T10:00:00Z			77.70		
P_9769	NA	NA	NA	Zea_VIB_RIL_8W_EP4_22___1224	RIL_8W_EP4_22	1224	NA	2012-07-01T10:00:00Z	6.95				
P_9769	NA	NA	NA	Zea_VIB_RIL_8W_EP4_22___1224	RIL_8W_EP4_22	1224	NA	2012-07-01T10:00:00Z		145.31			
P_9769	NA	NA	NA	Zea_VIB_RIL_8W_EP4_22___1224	RIL_8W_EP4_22	1224	NA	2012-07-01T10:00:00Z				78.54	
P_9770	NA	NA	NA	Zea_VIB_RIL_8W_EP4_32___1225	RIL_8W_EP4_32	1225	NA	2012-07-01T10:00:00Z			77.14		
P_9770	NA	NA	NA	Zea_VIB_RIL_8W_EP4_32___1225	RIL_8W_EP4_32	1225	NA	2012-07-01T10:00:00Z	6.01				
P_9770	NA	NA	NA	Zea_VIB_RIL_8W_EP4_32___1225	RIL_8W_EP4_32	1225	NA	2012-07-01T10:00:00Z		159.58			
P_9770	NA	NA	NA	Zea_VIB_RIL_8W_EP4_32___1225	RIL_8W_EP4_32	1225	NA	2012-07-01T10:00:00Z				84.11	
P_9771	NA	NA	NA	Zea_VIB_RIL_8W_EP4_33___1226	RIL_8W_EP4_33	1226	NA	2012-07-01T10:00:00Z			80.96		
P_9771	NA	NA	NA	Zea_VIB_RIL_8W_EP4_33___1226	RIL_8W_EP4_33	1226	NA	2012-07-01T10:00:00Z	5.44				
P_9771	NA	NA	NA	Zea_VIB_RIL_8W_EP4_33___1226	RIL_8W_EP4_33	1226	NA	2012-07-01T10:00:00Z		189.81			
P_9771	NA	NA	NA	Zea_VIB_RIL_8W_EP4_33___1226	RIL_8W_EP4_33	1226	NA	2012-07-01T10:00:00Z				89.40	
P_9772	NA	NA	NA	Zea_VIB_RIL_8W_EP4_35___1227	RIL_8W_EP4_35	1227	NA	2012-07-01T10:00:00Z			75.65		
P_9772	NA	NA	NA	Zea_VIB_RIL_8W_EP4_35___1227	RIL_8W_EP4_35	1227	NA	2012-07-01T10:00:00Z	4.05				
P_9772	NA	NA	NA	Zea_VIB_RIL_8W_EP4_35___1227	RIL_8W_EP4_35	1227	NA	2012-07-01T10:00:00Z		170.94			
P_9772	NA	NA	NA	Zea_VIB_RIL_8W_EP4_35___1227	RIL_8W_EP4_35	1227	NA	2012-07-01T10:00:00Z				71.76	
P_9773	NA	NA	NA	Zea_VIB_RIL_8W_EP4_36___1228	RIL_8W_EP4_36	1228	NA	2012-07-01T10:00:00Z			71.90		
P_9773	NA	NA	NA	Zea_VIB_RIL_8W_EP4_36___1228	RIL_8W_EP4_36	1228	NA	2012-07-01T10:00:00Z	4.30				
P_9773	NA	NA	NA	Zea_VIB_RIL_8W_EP4_36___1228	RIL_8W_EP4_36	1228	NA	2012-07-01T10:00:00Z		156.67			
P_9773	NA	NA	NA	Zea_VIB_RIL_8W_EP4_36___1228	RIL_8W_EP4_36	1228	NA	2012-07-01T10:00:00Z				72.11	
P_9774	NA	NA	NA	Zea_VIB_RIL_8W_EP4_50___1229	RIL_8W_EP4_50	1229	NA	2012-07-01T10:00:00Z			78.64		
P_9774	NA	NA	NA	Zea_VIB_RIL_8W_EP4_50___1229	RIL_8W_EP4_50	1229	NA	2012-07-01T10:00:00Z	4.27				
P_9774	NA	NA	NA	Zea_VIB_RIL_8W_EP4_50___1229	RIL_8W_EP4_50	1229	NA	2012-07-01T10:00:00Z		128.87			
P_9774	NA	NA	NA	Zea_VIB_RIL_8W_EP4_50___1229	RIL_8W_EP4_50	1229	NA	2012-07-01T10:00:00Z				72.06	
P_9775	NA	NA	NA	Zea_VIB_RIL_8W_65RIL8way___171	RIL_8W_65 RIL 8-way 	171	NA	2012-07-01T10:00:00Z			80.95		
P_9775	NA	NA	NA	Zea_VIB_RIL_8W_65RIL8way___171	RIL_8W_65 RIL 8-way 	171	NA	2012-07-01T10:00:00Z	3.41				
P_9775	NA	NA	NA	Zea_VIB_RIL_8W_65RIL8way___171	RIL_8W_65 RIL 8-way 	171	NA	2012-07-01T10:00:00Z		118.13			
P_9775	NA	NA	NA	Zea_VIB_RIL_8W_65RIL8way___171	RIL_8W_65 RIL 8-way 	171	NA	2012-07-01T10:00:00Z				83.16	
P_9776	NA	NA	NA	Zea_VIB_RIL_8W_30RIL8way___134	RIL_8W_30 RIL 8-way 	134	NA	2012-07-01T10:00:00Z			75.63		
P_9776	NA	NA	NA	Zea_VIB_RIL_8W_30RIL8way___134	RIL_8W_30 RIL 8-way 	134	NA	2012-07-01T10:00:00Z	3.97				
P_9776	NA	NA	NA	Zea_VIB_RIL_8W_30RIL8way___134	RIL_8W_30 RIL 8-way 	134	NA	2012-07-01T10:00:00Z		209.20			
P_9776	NA	NA	NA	Zea_VIB_RIL_8W_30RIL8way___134	RIL_8W_30 RIL 8-way 	134	NA	2012-07-01T10:00:00Z				100.16	
P_9777	NA	NA	NA	Zea_VIB_RIL_8W_66RIL8way___172	RIL_8W_66 RIL 8-way 	172	NA	2012-07-01T10:00:00Z			74.44		
P_9777	NA	NA	NA	Zea_VIB_RIL_8W_66RIL8way___172	RIL_8W_66 RIL 8-way 	172	NA	2012-07-01T10:00:00Z	7.34				
P_9777	NA	NA	NA	Zea_VIB_RIL_8W_66RIL8way___172	RIL_8W_66 RIL 8-way 	172	NA	2012-07-01T10:00:00Z		167.56			
P_9777	NA	NA	NA	Zea_VIB_RIL_8W_66RIL8way___172	RIL_8W_66 RIL 8-way 	172	NA	2012-07-01T10:00:00Z				91.82	
P_9778	NA	NA	NA	Zea_VIB_RIL_8W_EP4_61___1230	RIL_8W_EP4_61	1230	NA	2012-07-01T10:00:00Z			76.39		
P_9778	NA	NA	NA	Zea_VIB_RIL_8W_EP4_61___1230	RIL_8W_EP4_61	1230	NA	2012-07-01T10:00:00Z	6.16				
P_9778	NA	NA	NA	Zea_VIB_RIL_8W_EP4_61___1230	RIL_8W_EP4_61	1230	NA	2012-07-01T10:00:00Z		122.90			
